Player Name,Club Name,SCA,SCA Types,GCA,GCA Types,,Player,Nation,Pos,Age,90s,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA90
Junior Adamu,Freiburg,1,FW,0,3.1,8,3.09,5,0,1,0,1,Matches,0.77,1,0,1,0,0
Florent Muslija,Freiburg,0,MF,0,1.8,10,6.29,6,2,1,1,0,Matches,0.00,0,0,0,0,0
Kenneth Schmidt,Freiburg,0,DF,0,1.4,3,2.21,3,0,0,0,0,Matches,0.00,0,0,0,0,0
Attila Szalai,Freiburg,0,"DF,MF",0,1.1,1,0.87,1,0,0,0,0,Matches,0.00,0,0,0,0,0
Florian Müller,Freiburg,,GK,,1.0,,,,,,,,Matches,,,,,,
Maximilian Breunig,Freiburg,0,FW,0,0.2,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Fabian Rüdlin,Freiburg,0,MF,0,0.1,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Benjamin Lecomte,Montpellier,0,GK,0,33.0,8,0.27,6,2,0,0,0,Matches,0.03,1,0,0,0,0
Téji Savanier,Montpellier,8,MF,0,32.2,184,5.99,100,55,6,11,4,Matches,0.62,11,5,1,2,0
Joris Chotard,Montpellier,2,MF,0,29.7,46,1.60,38,2,0,2,2,Matches,0.14,4,0,0,0,0
Becir Omeragic,Montpellier,2,"DF,MF",0,28.7,25,0.97,22,0,0,1,0,Matches,0.04,1,0,0,0,0
Jordan Ferri,Montpellier,3,MF,0,25.5,67,2.97,58,2,2,1,1,Matches,0.09,2,0,0,0,0
Akor Adams,Montpellier,1,FW,0,25.2,43,1.72,29,0,5,8,0,Matches,0.12,0,0,2,1,0
Musa Al-Taamari,Montpellier,14,FW,2,21.4,70,3.27,34,2,12,6,2,Matches,0.37,3,0,3,0,0
Boubakar Kouyaté,Montpellier,1,DF,0,21.4,11,0.51,6,0,0,4,0,Matches,0.09,1,0,0,1,0
Issiaga Sylla,Montpellier,0,"DF,FW",0,16.2,31,1.92,22,5,1,2,1,Matches,0.12,2,0,0,0,0
Falaye Sacko,Montpellier,2,DF,0,15.4,27,1.76,23,1,0,0,1,Matches,0.26,4,0,0,0,0
Christopher Jullien,Montpellier,0,DF,0,14.7,10,0.74,8,0,0,1,1,Matches,0.07,1,0,0,0,0
Wahbi Khazri,Montpellier,4,FW,0,14.7,26,2.07,15,1,4,2,0,Matches,0.16,1,0,0,1,0
Arnaud Nordin,Montpellier,7,"FW,MF",1,14.6,56,4.04,39,0,6,4,0,Matches,0.43,5,0,0,0,0
Maxime Estève,Montpellier,0,DF,0,13.1,11,0.93,9,1,0,1,0,Matches,0.08,1,0,0,0,0
Modibo Sagnan,Montpellier,0,DF,0,12.7,8,0.68,7,0,0,0,1,Matches,0.09,1,0,0,0,0
Khalil Fayad,Montpellier,6,"FW,MF",0,12.7,19,1.67,10,0,0,2,1,Matches,0.00,0,0,0,0,0
Enzo Tchato,Montpellier,1,DF,0,12.5,18,1.44,13,3,0,0,1,Matches,0.00,0,0,0,0,0
Lucas Mincarelli,Montpellier,0,"DF,MF",0,11.1,11,1.01,11,0,0,0,0,Matches,0.09,1,0,0,0,0
Silvan Hefti,Montpellier,0,"DF,FW",0,10.9,11,1.39,9,1,0,1,0,Matches,0.38,3,0,0,0,0
Tanguy Coulibaly,Montpellier,2,"FW,MF",1,8.4,20,2.89,13,0,3,2,0,Matches,0.43,1,0,0,1,0
Léo Leroy,Montpellier,0,MF,0,7.6,8,1.44,6,0,0,2,0,Matches,0.18,1,0,0,0,0
Théo Sainte-Luce,Montpellier,1,DF,0,5.6,3,0.78,0,1,0,0,1,Matches,0.00,0,0,0,0,0
Kelvin Yeboah,Montpellier,1,FW,0,4.2,9,2.93,7,0,1,0,0,Matches,0.00,0,0,0,0,0
Dimitry Bertaud,Montpellier,0,GK,0,4.0,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Yann Karamoh,Montpellier,1,"FW,MF",0,3.9,9,2.85,6,0,1,1,0,Matches,0.32,0,0,0,1,0
Axel Gueguin,Montpellier,0,"DF,FW",0,2.9,2,1.36,2,0,0,0,0,Matches,0.00,0,0,0,0,0
Sacha Delaye,Montpellier,0,"MF,FW",0,2.3,6,4.15,5,0,1,0,0,Matches,0.00,0,0,0,0,0
Othmane Maamma,Montpellier,1,FW,0,1.0,7,7.16,3,0,3,0,0,Matches,0.00,0,0,0,0,0
Junior Ndiaye,Montpellier,,FW,,0.5,,,,,,,,Matches,,,,,,
Yanis Issoufou,Montpellier,0,MF,0,0.2,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Elye Wahi,Montpellier,0,FW,0,0.2,1,6.92,1,0,0,0,0,Matches,0.00,0,0,0,0,0
Mamadou Sakho,Montpellier,0,DF,0,0.1,1,12.86,1,0,0,0,0,Matches,0.00,0,0,0,0,0
Antonio Sivera,Alavés,0,GK,0,35.0,15,0.44,9,6,0,0,0,Matches,0.03,0,1,0,0,0
Ander Guevara,Alavés,1,MF,1,34.8,69,2.12,58,4,2,3,1,Matches,0.09,2,0,0,0,0
Andoni Gorosabel,Alavés,4,DF,0,31.8,59,1.86,46,5,1,1,2,Matches,0.06,2,0,0,0,0
Jon Guridi,Alavés,2,MF,0,30.0,69,2.32,54,0,2,7,4,Matches,0.27,6,0,0,2,0
Luis Rioja,Alavés,2,"FW,MF",0,28.9,81,2.92,57,14,5,3,0,Matches,0.25,6,1,0,0,0
Rafa Marín ,Alavés,0,DF,0,28.3,18,0.66,16,1,0,1,0,Matches,0.00,0,0,0,0,0
Antonio Blanco,Alavés,3,MF,0,28.2,45,1.67,39,1,0,2,0,Matches,0.04,1,0,0,0,0
Javi López,Alavés,4,DF,1,27.7,51,1.92,39,2,4,2,0,Matches,0.30,6,0,1,0,0
Abdel Abqar,Alavés,1,DF,0,25.7,12,0.47,9,0,0,2,0,Matches,0.00,0,0,0,0,0
Rubén Duarte,Alavés,1,DF,0,24.5,32,1.54,21,8,1,1,0,Matches,0.10,1,1,0,0,0
Samu Omorodion,Alavés,2,FW,1,22.3,31,1.46,19,0,5,5,0,Matches,0.14,0,0,1,1,0
Alex Sola,Alavés,7,"FW,MF",0,17.6,69,4.92,32,7,16,6,1,Matches,0.29,2,1,1,0,0
Kiké,Alavés,5,"FW,MF",1,17.0,40,2.53,26,0,5,4,0,Matches,0.38,3,0,2,0,0
Nahuel Tenaglia,Alavés,1,DF,1,16.5,24,1.89,19,2,0,0,2,Matches,0.16,1,0,0,0,0
Carlos Benavídez,Alavés,2,MF,0,15.6,22,1.74,15,0,0,2,3,Matches,0.16,2,0,0,0,0
Carlos Vicente,Alavés,3,FW,0,13.4,48,3.87,26,13,4,2,0,Matches,0.40,3,1,1,0,0
Ianis Hagi,Alavés,1,"MF,FW",0,11.2,48,5.37,26,15,3,3,0,Matches,0.11,1,0,0,0,0
Aleksandar Sedlar,Alavés,0,DF,0,10.5,9,0.86,6,0,1,0,2,Matches,0.00,0,0,0,0,0
Abderrahman Rebbach,Alavés,1,"FW,MF",0,9.1,29,3.61,15,7,4,2,0,Matches,0.00,0,0,0,0,0
Giuliano Simeone,Alavés,2,FW,1,8.0,22,3.14,14,0,0,5,1,Matches,0.57,2,0,0,1,0
Jesús Owono,Alavés,0,GK,0,7.0,6,1.50,3,3,0,0,0,Matches,0.00,0,0,0,0,0
Xeber,Alavés,0,"FW,MF",0,6.2,11,3.28,10,0,1,0,0,Matches,0.30,1,0,0,0,0
Joaquín Panichelli,Alavés,0,"FW,MF",0,2.5,6,2.39,4,0,0,2,0,Matches,0.00,0,0,0,0,0
Nikola Maraš,Alavés,,DF,,2.2,,,,,,,,Matches,,,,,,
Victor Parada,Alavés,0,"FW,MF",0,2.0,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Jon Karrikaburu,Alavés,0,"MF,FW",0,2.0,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Selu Diallo,Alavés,,MF,,1.1,,,,,,,,Matches,,,,,,
Unai Ropero,Alavés,0,MF,0,0.9,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Miguel,Alavés,1,"FW,MF",0,0.7,1,1.38,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Tomás Mendes,Alavés,0,MF,0,0.6,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Mamadou Sylla,Alavés,0,"FW,MF",0,0.2,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Eneko Ortiz,Alavés,0,DF,0,0.2,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
José de León,Alavés,,MF,,0.0,,,,,,,,Matches,,,,,,
Max Kilman,Wolves,0,DF,0,44.2,39,1.03,34,0,2,2,1,Matches,0.00,0,0,0,0,0
José Sá,Wolves,0,GK,0,39.1,3,0.09,3,0,0,0,0,Matches,0.03,1,0,0,0,0
Nélson Semedo,Wolves,6,"DF,MF",0,38.6,60,1.75,46,0,3,2,3,Matches,0.09,2,0,0,0,1
Toti Gomes,Wolves,0,DF,0,37.8,21,0.68,16,1,1,3,0,Matches,0.13,3,0,0,1,0
Mario Lemina,Wolves,1,MF,1,36.2,47,1.42,42,0,0,4,0,Matches,0.15,4,0,0,0,0
João Gomes,Wolves,2,MF,0,31.7,65,2.21,48,4,2,4,5,Matches,0.14,3,0,0,1,0
Matheus Cunha,Wolves,8,"FW,MF",1,30.6,78,2.88,46,1,12,8,3,Matches,0.48,9,0,1,1,1
Rayan Aït-Nouri,Wolves,6,"DF,MF",3,29.5,65,2.51,41,9,6,3,0,Matches,0.19,2,0,0,0,0
Craig Dawson,Wolves,0,DF,0,25.7,12,0.49,8,0,0,3,1,Matches,0.04,0,0,0,1,0
Hwang Hee-chan,Wolves,4,"FW,MF",1,24.9,48,2.04,29,0,8,6,1,Matches,0.38,4,0,3,1,0
Pablo Sarabia,Wolves,5,"MF,FW",0,24.0,87,4.49,49,26,2,4,1,Matches,0.57,7,4,0,0,0
Tommy Doyle,Wolves,0,MF,0,19.5,26,1.91,20,6,0,0,0,Matches,0.37,4,1,0,0,0
Pedro Neto,Wolves,7,"FW,MF",1,19.2,75,4.45,41,15,8,4,0,Matches,0.83,8,2,2,1,0
Matt Doherty,Wolves,0,"DF,MF",0,18.7,19,1.48,18,1,0,0,0,Matches,0.00,0,0,0,0,0
Santiago Bueno,Wolves,0,DF,0,14.5,5,0.55,5,0,0,0,0,Matches,0.00,0,0,0,0,0
Jean-Ricner Bellegarde,Wolves,1,"MF,FW",0,14.0,30,2.81,20,2,6,1,0,Matches,0.19,1,0,1,0,0
Boubacar Traoré,Wolves,0,MF,0,11.3,13,1.43,12,0,1,0,0,Matches,0.22,2,0,0,0,0
Hugo Bueno,Wolves,1,"DF,MF",0,9.4,17,2.07,14,0,1,1,0,Matches,0.24,2,0,0,0,0
Daniel Bentley,Wolves,0,GK,0,6.3,1,0.23,1,0,0,0,0,Matches,0.00,0,0,0,0,0
Fábio Silva,Wolves,1,FW,0,4.2,9,3.08,6,0,1,1,0,Matches,0.00,0,0,0,0,0
Nathan Fraser,Wolves,0,FW,0,3.9,6,2.92,5,0,0,1,0,Matches,0.00,0,0,0,0,0
Sasa Kalajdzic,Wolves,0,FW,0,3.2,5,2.71,5,0,0,0,0,Matches,0.00,0,0,0,0,0
Leon Chiwome,Wolves,0,FW,0,2.3,1,0.52,1,0,0,0,0,Matches,0.00,0,0,0,0,0
Jonny Castro,Wolves,0,MF,0,2.1,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Matheus Nunes,Wolves,0,MF,0,2.0,7,3.52,5,2,0,0,0,Matches,0.00,0,0,0,0,0
Tawanda Chirewa,Wolves,0,"MF,FW",0,1.8,3,1.86,3,0,0,0,0,Matches,0.00,0,0,0,0,0
Joseph Hodge,Wolves,,MF,,1.4,,,,,,,,Matches,,,,,,
Harvey Griffiths,Wolves,,MF,,0.4,,,,,,,,Matches,,,,,,
Alfie Pond,Wolves,,DF,,0.1,,,,,,,,Matches,,,,,,
Enso Gonzalez,Wolves,0,"MF,DF",0,0.0,1,90.00,1,0,0,0,0,Matches,0.00,0,0,0,0,0
Sergio Herrera,Osasuna,0,GK,0,32.9,6,0.19,4,2,0,0,0,Matches,0.00,0,0,0,0,0
Jesús Areso,Osasuna,1,DF,0,31.9,70,2.37,57,5,6,1,0,Matches,0.41,9,1,2,0,0
Catena,Osasuna,0,DF,0,29.8,14,0.50,13,0,0,1,0,Matches,0.14,4,0,0,0,0
Ante Budimir,Osasuna,8,FW,2,29.3,42,1.55,21,1,3,7,2,Matches,0.18,2,0,0,1,0
David García,Osasuna,0,DF,0,29.3,18,0.69,16,0,0,1,1,Matches,0.12,2,0,0,1,0
Aimar Oroz,Osasuna,4,MF,0,28.4,70,2.69,60,1,1,4,0,Matches,0.12,2,0,0,1,0
Rubén Peña,Osasuna,2,"DF,FW",0,25.0,61,2.63,49,1,6,2,1,Matches,0.13,2,0,0,1,0
Johan Mojica,Osasuna,1,DF,1,23.5,47,2.07,41,0,1,3,1,Matches,0.22,2,0,1,1,0
Moi Gómez,Osasuna,2,"MF,FW",0,23.2,60,2.69,42,12,3,1,0,Matches,0.09,0,1,0,1,0
Lucas Torró,Osasuna,1,MF,0,21.9,26,1.31,19,1,1,4,0,Matches,0.10,1,0,0,1,0
Juan Cruz Armada,Osasuna,0,DF,0,21.8,12,0.65,10,2,0,0,0,Matches,0.05,1,0,0,0,0
Jon Moncayola,Osasuna,2,MF,0,21.4,54,2.70,36,13,0,1,2,Matches,0.45,7,2,0,0,0
Iker Muñoz,Osasuna,1,MF,0,21.4,18,0.87,14,0,0,3,0,Matches,0.00,0,0,0,0,0
Jorge Herrando,Osasuna,0,DF,0,19.6,4,0.22,3,1,0,0,0,Matches,0.00,0,0,0,0,0
Rubén García,Osasuna,6,"FW,MF",1,18.5,65,3.79,36,14,7,2,0,Matches,0.29,4,0,0,0,0
Raúl,Osasuna,2,FW,0,16.4,22,1.46,16,0,0,4,0,Matches,0.13,2,0,0,0,0
Pablo Ibáñez,Osasuna,5,MF,1,14.0,30,2.35,19,1,1,3,1,Matches,0.31,2,0,1,0,0
José Arnaiz,Osasuna,8,"FW,MF",1,12.4,40,3.88,13,12,2,5,0,Matches,0.48,1,2,0,1,0
Ezequiel Ávila,Osasuna,1,"FW,MF",0,9.6,37,3.85,23,9,0,4,0,Matches,0.73,3,2,0,2,0
Aitor Fernández,Osasuna,0,GK,0,8.5,1,0.16,1,0,0,0,0,Matches,0.00,0,0,0,0,0
Unai García,Osasuna,0,DF,0,6.2,2,0.32,0,2,0,0,0,Matches,0.00,0,0,0,0,0
Kike Barja,Osasuna,1,"FW,MF",0,4.4,12,3.56,9,0,1,1,0,Matches,0.30,1,0,0,0,0
Nacho Vidal,Osasuna,0,"DF,FW",0,1.8,1,0.94,1,0,0,0,0,Matches,0.00,0,0,0,0,0
Darko Brašanac,Osasuna,0,MF,0,1.4,2,3.75,2,0,0,0,0,Matches,0.00,0,0,0,0,0
Iñigo Arguibide,Osasuna,0,DF,0,0.2,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Jorge Moreno,Osasuna,0,DF,0,0.2,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Asier Osambela,Osasuna,0,MF,0,0.1,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Xabier Huarte Armendáriz,Osasuna,0,MF,0,0.1,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Max Svensson,Osasuna,0,FW,0,0.0,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Matteo Pessina,Monza,2,MF,0,36.8,74,2.07,64,0,1,5,2,Matches,0.22,7,0,0,1,0
Michele Di Gregorio,Monza,1,GK,1,32.9,11,0.34,8,2,0,0,0,Matches,0.09,1,1,0,0,0
Andrea Colpani,Monza,7,"MF,FW",0,30.3,120,4.06,79,20,8,5,1,Matches,0.34,8,0,2,0,0
Pablo Marí,Monza,1,DF,0,29.9,22,0.76,18,1,0,1,1,Matches,0.03,1,0,0,0,0
Roberto Gagliardini,Monza,3,"MF,DF",0,27.2,51,1.94,45,2,0,1,0,Matches,0.11,3,0,0,0,0
Luca Caldirola,Monza,0,DF,0,24.8,14,0.59,13,0,0,0,1,Matches,0.04,1,0,0,0,0
Dany Mota,Monza,6,"FW,MF",3,23.8,71,3.12,49,14,0,2,0,Matches,0.35,5,0,0,0,0
Samuele Birindelli,Monza,3,DF,0,22.4,43,1.92,35,0,1,4,0,Matches,0.18,4,0,0,0,0
Giorgos Kyriakopoulos,Monza,1,DF,0,19.7,49,2.58,36,9,1,2,0,Matches,0.16,1,2,0,0,0
Patrick Ciurria,Monza,1,"DF,MF",0,18.8,53,2.98,43,4,2,2,1,Matches,0.17,2,0,0,1,0
Armando Izzo,Monza,0,DF,0,18.6,18,0.98,15,1,0,2,0,Matches,0.05,1,0,0,0,0
Danilo D'Ambrosio,Monza,1,DF,0,17.8,14,0.82,5,0,2,4,2,Matches,0.00,0,0,0,0,0
Andrea Carboni,Monza,0,DF,0,16.7,17,1.03,16,0,0,0,1,Matches,0.06,1,0,0,0,0
Warren Bondo,Monza,1,MF,0,16.4,30,1.83,21,0,2,4,2,Matches,0.24,3,0,0,1,0
Lorenzo Colombo,Monza,2,FW,0,15.1,28,1.85,19,0,4,3,0,Matches,0.40,4,0,2,0,0
Milan Đurić,Monza,0,FW,0,14.0,13,0.93,8,0,0,5,0,Matches,0.07,1,0,0,0,0
Valentin Carboni,Monza,0,"MF,FW",0,13.2,42,3.23,36,2,1,1,2,Matches,0.31,3,0,0,1,0
Pedro Pereira,Monza,0,DF,0,9.3,26,2.78,24,0,1,1,0,Matches,0.21,2,0,0,0,0
Jean-Daniel Akpa-Akpro,Monza,0,MF,0,7.8,5,0.64,5,0,0,0,0,Matches,0.00,0,0,0,0,0
Alessio Zerbin,Monza,3,"DF,FW",0,7.6,29,3.82,19,1,2,4,0,Matches,0.26,2,0,0,0,0
Alessandro Sorrentino,Monza,0,GK,0,6.1,1,0.16,1,0,0,0,0,Matches,0.00,0,0,0,0,0
Samuele Vignato,Monza,0,"MF,FW",0,4.2,11,2.89,7,2,1,1,0,Matches,0.00,0,0,0,0,0
Gianluca Caprari,Monza,0,"MF,FW",0,3.8,16,5.03,11,3,1,1,0,Matches,0.00,0,0,0,0,0
Daniel Maldini,Monza,0,"MF,FW",0,3.7,19,5.14,13,2,4,0,0,Matches,0.54,2,0,0,0,0
Mirko Marić,Monza,0,FW,0,3.2,7,2.20,6,0,0,1,0,Matches,0.00,0,0,0,0,0
Pepín,Monza,1,"MF,FW",0,2.7,7,2.64,5,0,0,1,0,Matches,0.00,0,0,0,0,0
Papu Gómez,Monza,0,"MF,FW",0,0.5,5,10.98,4,1,0,0,0,Matches,0.00,0,0,0,0,0
Giulio Donati,Monza,0,DF,0,0.4,4,10.00,4,0,0,0,0,Matches,2.50,1,0,0,0,0
Franco Carboni,Monza,,MF,,0.4,,,,,,,,Matches,,,,,,
Giorgio Cittadini,Monza,0,DF,0,0.2,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Andrea Ferraris,Monza,0,MF,0,0.1,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Davide Bettella,Monza,0,MF,0,0.0,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Ermedin Demirović,Augsburg,6,"FW,MF",1,32.6,72,2.26,49,0,9,8,0,Matches,0.44,11,0,2,0,0
Ohis Felix Uduokhai,Augsburg,1,DF,0,32.5,20,0.62,12,2,0,2,3,Matches,0.00,0,0,0,0,0
Finn Dahmen,Augsburg,0,GK,0,32.0,10,0.32,6,4,0,0,0,Matches,0.00,0,0,0,0,0
Jeffrey Gouweleeuw,Augsburg,0,DF,0,28.8,37,1.28,30,2,0,4,1,Matches,0.07,2,0,0,0,0
Phillip Tietz,Augsburg,2,FW,0,26.8,55,2.08,45,0,1,7,0,Matches,0.30,6,0,0,2,0
Ruben Vargas,Augsburg,4,"MF,FW",0,22.8,69,3.17,49,7,4,5,0,Matches,0.32,6,0,0,1,0
Kevin Mbabu,Augsburg,2,DF,0,22.7,57,2.51,44,7,4,0,0,Matches,0.18,3,1,0,0,0
Elvis Rexhbeçaj,Augsburg,3,MF,0,22.4,41,1.86,31,2,2,3,0,Matches,0.05,1,0,0,0,0
Mads Pedersen,Augsburg,3,DF,0,20.3,38,1.92,25,3,3,3,1,Matches,0.15,3,0,0,0,0
Iago,Augsburg,3,DF,0,18.0,42,2.33,33,1,2,1,2,Matches,0.11,2,0,0,0,0
Arne Engels,Augsburg,2,"MF,DF",2,16.6,40,2.56,28,8,0,2,0,Matches,0.51,5,1,0,0,0
Niklas Dorsch,Augsburg,2,MF,0,16.1,18,1.17,12,0,1,2,1,Matches,0.06,1,0,0,0,0
Fredrik Jensen,Augsburg,0,"MF,FW",0,14.9,50,3.36,27,18,0,4,1,Matches,0.54,4,3,0,1,0
Arne Maier,Augsburg,2,MF,0,11.8,66,5.92,37,19,2,6,0,Matches,0.54,3,1,0,2,0
Kristijan Jakić,Augsburg,2,MF,0,11.7,20,1.71,13,0,1,1,3,Matches,0.26,2,0,0,1,0
Maximilian Bauer,Augsburg,0,DF,0,9.0,4,0.44,2,0,0,2,0,Matches,0.00,0,0,0,0,0
Tim Breithaupt,Augsburg,0,MF,0,8.0,11,1.58,11,0,0,0,0,Matches,0.14,1,0,0,0,0
Sven Michel,Augsburg,0,"FW,MF",0,7.3,16,2.47,13,0,1,1,1,Matches,0.46,3,0,0,0,0
Dion Drena Beljo,Augsburg,4,"FW,MF",1,6.8,21,3.25,12,0,3,2,0,Matches,0.46,1,0,0,1,0
Patric Pfeiffer,Augsburg,0,DF,0,6.7,7,1.23,4,0,0,3,0,Matches,0.18,1,0,0,0,0
Robert Gumny,Augsburg,0,DF,0,5.3,11,2.06,6,2,1,2,0,Matches,0.56,3,0,0,0,0
Pep Biel,Augsburg,0,"MF,FW",0,3.2,10,3.17,7,2,1,0,0,Matches,0.00,0,0,0,0,0
Tomáš Koubek,Augsburg,0,GK,0,3.0,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Mergim Berisha,Augsburg,1,FW,0,1.5,5,3.69,4,0,0,0,0,Matches,0.00,0,0,0,0,0
Mert Kömür,Augsburg,2,"MF,DF",0,1.3,5,3.81,2,1,0,0,0,Matches,0.00,0,0,0,0,0
Frederik Winther,Augsburg,,DF,,1.0,,,,,,,,Matches,,,,,,
Irvin Cardona,Augsburg,0,"MF,DF",0,0.6,1,1.67,1,0,0,0,0,Matches,0.00,0,0,0,0,0
David Čolina,Augsburg,,DF,,0.5,,,,,,,,Matches,,,,,,
Masaya Okugawa,Augsburg,0,"FW,DF",0,0.4,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Nathanael Mbuku,Augsburg,0,FW,0,0.1,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Mahmut Kücüksahin,Augsburg,0,MF,0,0.0,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Lucas Perrin,Strasbourg,1,DF,0,33.6,14,0.46,12,0,0,1,0,Matches,0.03,1,0,0,0,0
Frederic Guilbert,Strasbourg,1,"DF,MF",0,30.7,42,1.52,25,10,2,3,1,Matches,0.07,1,0,1,0,0
Habib Diarra,Strasbourg,4,"MF,FW",1,29.1,51,1.99,38,0,5,1,3,Matches,0.16,2,0,1,0,0
Dilane Bakwa,Strasbourg,7,"FW,MF",0,27.4,107,4.42,54,27,13,5,1,Matches,0.41,4,4,1,1,0
Marvin Senaya,Strasbourg,3,"DF,MF",0,26.0,42,1.77,27,4,3,2,3,Matches,0.13,1,1,0,0,1
Thomas Delaine,Strasbourg,2,"DF,MF",2,25.0,49,2.16,34,8,4,1,0,Matches,0.26,1,2,1,0,0
Emanuel Emegha,Strasbourg,4,FW,1,25.0,28,1.21,16,0,5,3,0,Matches,0.22,1,0,1,2,0
Abakar Sylla,Strasbourg,0,DF,0,22.9,14,0.70,12,0,0,0,2,Matches,0.05,0,0,0,0,1
Ibrahima Sissoko,Strasbourg,2,MF,0,22.5,35,1.92,26,0,3,2,2,Matches,0.16,1,0,0,2,0
Ismaël Doukouré,Strasbourg,1,"MF,DF",0,20.0,24,1.30,19,1,0,0,3,Matches,0.00,0,0,0,0,0
Alaa Bellaarouch,Strasbourg,0,GK,0,19.3,1,0.07,1,0,0,0,0,Matches,0.00,0,0,0,0,0
Matz Sels,Strasbourg,0,GK,0,19.0,2,0.11,2,0,0,0,0,Matches,0.00,0,0,0,0,0
Junior Mwanga,Strasbourg,2,"MF,FW",0,18.9,32,1.98,24,1,1,3,1,Matches,0.19,3,0,0,0,0
Kévin Gameiro,Strasbourg,1,"FW,MF",0,16.7,52,3.48,43,0,2,6,0,Matches,0.33,2,0,0,3,0
Ângelo Borges,Strasbourg,2,"FW,MF",1,15.1,54,4.45,43,2,5,1,1,Matches,0.49,5,0,0,0,0
Gerzino Nyamsi,Strasbourg,0,DF,0,12.1,10,0.82,10,0,0,0,0,Matches,0.00,0,0,0,0,0
Saidou Sow,Strasbourg,0,DF,0,9.4,5,0.63,5,0,0,0,0,Matches,0.13,1,0,0,0,0
Andrey Santos,Strasbourg,1,MF,0,9.2,19,2.06,14,0,3,1,0,Matches,0.00,0,0,0,0,0
Jessy Deminguet,Strasbourg,1,"MF,FW",0,9.0,8,1.04,7,0,0,0,0,Matches,0.00,0,0,0,0,0
Dion Moise Sahi,Strasbourg,0,"MF,FW",0,8.8,11,1.57,10,0,1,0,0,Matches,0.14,1,0,0,0,0
Lebo Mothiba,Strasbourg,2,FW,0,6.9,12,1.75,8,0,1,1,0,Matches,0.15,0,0,0,1,0
Jérémy Sebas,Strasbourg,1,"FW,MF",1,4.7,10,2.24,6,0,2,1,0,Matches,0.67,1,0,1,0,0
Jean-Ricner Bellegarde,Strasbourg,0,"MF,FW",0,3.0,6,2.01,4,0,2,0,0,Matches,1.00,2,0,1,0,0
Rabby Nzingoula,Strasbourg,1,"MF,FW",0,1.9,3,2.03,2,0,0,0,0,Matches,0.68,1,0,0,0,0
Aboubacar Ali,Strasbourg,0,"MF,FW",0,1.4,1,0.69,1,0,0,0,0,Matches,0.69,1,0,0,0,0
Eduard Sobol,Strasbourg,0,DF,0,1.3,1,3.60,1,0,0,0,0,Matches,0.00,0,0,0,0,0
Steven Baseya,Strasbourg,0,DF,0,1.1,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Sanjin Prcić,Strasbourg,0,MF,0,1.0,4,4.09,4,0,0,0,0,Matches,1.02,1,0,0,0,0
Mohamed Bechikh,Strasbourg,0,"FW,MF",0,0.2,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Samir El Mourabet,Strasbourg,,FW,,0.2,,,,,,,,Matches,,,,,,
Patrick Ouotro,Strasbourg,0,FW,0,0.1,1,11.25,1,0,0,0,0,Matches,0.00,0,0,0,0,0
David Soria,Getafe,0,GK,0,39.9,10,0.26,4,6,0,0,0,Matches,0.00,0,0,0,0,0
Nemanja Maksimović,Getafe,2,MF,0,38.2,46,1.27,35,0,0,6,3,Matches,0.14,3,0,0,2,0
Mason Greenwood,Getafe,9,"MF,FW",2,32.2,111,3.75,58,10,23,11,0,Matches,0.57,6,2,4,3,0
Diego Rico,Getafe,3,DF,0,30.2,61,2.17,46,10,0,1,1,Matches,0.21,6,0,0,0,0
Gastón Álvarez,Getafe,0,DF,0,29.9,22,0.78,17,1,1,3,0,Matches,0.04,1,0,0,0,0
Djené,Getafe,1,"DF,MF",0,28.6,22,0.80,19,1,1,0,0,Matches,0.00,0,0,0,0,0
