Player Name,Club Name,Pass Types,Corner Kicks,Outcomes,,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out
Yann Karamoh,Montpellier,fr FRA,"FW,MF",25,3.9,88,85,3,0,0,0,7,0,0,0,0,0,63,0,3,Matches
Axel Gueguin,Montpellier,fr FRA,"DF,FW",18,2.9,43,38,5,0,0,0,8,5,0,0,0,0,28,0,3,Matches
Sacha Delaye,Montpellier,fr FRA,"MF,FW",21,2.3,48,48,0,0,0,0,7,0,0,0,0,0,38,0,3,Matches
Othmane Maamma,Montpellier,fr FRA,FW,17,1.0,32,32,0,0,0,0,4,0,0,0,0,0,25,0,1,Matches
Junior Ndiaye,Montpellier,fr FRA,FW,18,0.5,,,,,,,0,,,,,,,,,Matches
Yanis Issoufou,Montpellier,fr FRA,MF,16,0.2,2,2,0,0,0,0,1,0,0,0,0,0,2,0,0,Matches
Elye Wahi,Montpellier,fr FRA,FW,20,0.2,6,5,1,0,0,0,0,0,0,0,0,0,6,0,0,Matches
Mamadou Sakho,Montpellier,fr FRA,DF,33,0.1,16,15,1,1,0,0,0,0,0,0,0,0,15,0,0,Matches
Antonio Sivera,Alavés,es ESP,GK,26,35.0,1105,653,449,154,0,8,0,0,0,0,0,0,651,3,0,Matches
Ander Guevara,Alavés,es ESP,MF,26,34.8,1471,1431,35,26,8,3,8,2,7,1,0,0,1111,5,35,Matches
Andoni Gorosabel,Alavés,es ESP,DF,26,31.8,1329,1014,311,25,0,3,84,285,1,0,0,0,1059,4,32,Matches
Jon Guridi,Alavés,es ESP,MF,28,30.0,830,805,19,1,2,3,21,1,0,0,0,0,643,6,20,Matches
Luis Rioja,Alavés,es ESP,"FW,MF",29,28.9,855,757,91,22,2,4,185,16,53,12,22,2,551,7,51,Matches
Rafa Marín ,Alavés,es ESP,DF,21,28.3,1025,962,60,54,0,23,1,3,0,0,0,0,846,3,7,Matches
Antonio Blanco,Alavés,es ESP,MF,23,28.2,1053,1018,30,25,4,21,15,2,3,1,0,0,811,5,27,Matches
Javi López,Alavés,es ESP,DF,21,27.7,1129,865,258,14,2,12,108,244,0,0,0,0,775,6,47,Matches
Abdel Abqar,Alavés,ma MAR,DF,24,25.7,762,704,55,50,0,17,2,4,0,0,0,0,553,3,10,Matches
Rubén Duarte,Alavés,es ESP,DF,27,24.5,827,658,160,55,0,8,77,104,1,0,0,0,566,9,10,Matches
Samu Omorodion,Alavés,es ESP,FW,19,22.3,322,278,43,1,1,1,2,3,0,0,0,0,232,1,8,Matches
Alex Sola,Alavés,es ESP,"FW,MF",24,17.6,430,364,66,4,0,1,95,41,21,3,13,0,269,0,25,Matches
Kiké,Alavés,es ESP,"FW,MF",33,17.0,301,288,10,0,2,1,11,0,0,0,0,0,200,3,9,Matches
Nahuel Tenaglia,Alavés,ar ARG,DF,27,16.5,454,384,67,13,1,3,21,54,0,0,0,0,330,3,13,Matches
Carlos Benavídez,Alavés,uy URU,MF,25,15.6,459,447,11,7,1,6,5,3,1,0,0,0,321,1,3,Matches
Carlos Vicente,Alavés,es ESP,FW,24,13.4,357,301,55,13,1,1,101,6,36,8,17,0,201,1,20,Matches
Ianis Hagi,Alavés,ro ROU,"MF,FW",24,11.2,301,227,71,15,4,5,60,15,32,10,12,0,194,3,14,Matches
Aleksandar Sedlar,Alavés,rs SRB,DF,31,10.5,405,387,17,11,0,1,0,1,0,0,0,0,343,1,1,Matches
Abderrahman Rebbach,Alavés,dz ALG,"FW,MF",24,9.1,225,179,44,3,0,1,70,12,28,10,8,2,124,2,18,Matches
Giuliano Simeone,Alavés,ar ARG,FW,20,8.0,169,165,4,0,1,0,14,1,1,0,0,0,114,0,8,Matches
Jesús Owono,Alavés,gq EQG,GK,22,7.0,119,75,44,13,0,0,0,0,0,0,0,0,77,0,0,Matches
Xeber,Alavés,es ESP,"FW,MF",26,6.2,100,96,4,0,0,1,17,2,2,0,2,0,68,0,9,Matches
Joaquín Panichelli,Alavés,ar ARG,"FW,MF",20,2.5,46,43,2,0,0,1,0,1,0,0,0,0,29,1,3,Matches
Nikola Maraš,Alavés,rs SRB,DF,27,2.2,,,,,,,0,,,,,,,,,Matches
Victor Parada,Alavés,es ESP,"FW,MF",21,2.0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,Matches
Jon Karrikaburu,Alavés,es ESP,"MF,FW",20,2.0,5,3,1,0,0,0,1,0,0,0,0,0,2,1,0,Matches
Selu Diallo,Alavés,es ESP,MF,19,1.1,,,,,,,0,,,,,,,,,Matches
Unai Ropero,Alavés,es ESP,MF,21,0.9,5,3,1,0,0,0,8,0,1,0,0,0,4,1,0,Matches
Miguel,Alavés,es ESP,"FW,MF",23,0.7,15,12,3,0,0,0,0,0,0,0,0,0,7,0,1,Matches
Tomás Mendes,Alavés,es ESP,MF,18,0.6,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
Mamadou Sylla,Alavés,sn SEN,"FW,MF",29,0.2,7,6,1,0,0,0,0,0,0,0,0,0,3,0,0,Matches
Eneko Ortiz,Alavés,es ESP,DF,20,0.2,4,2,2,0,0,0,1,2,0,0,0,0,3,0,1,Matches
José de León,Alavés,do DOM,MF,19,0.0,,,,,,,0,,,,,,,,,Matches
Max Kilman,Wolves,eng ENG,DF,26,44.2,2309,2245,55,38,2,20,7,8,0,0,0,0,1979,9,13,Matches
José Sá,Wolves,pt POR,GK,30,39.1,1097,771,323,70,0,1,0,0,0,0,0,0,720,3,1,Matches
Nélson Semedo,Wolves,pt POR,"DF,MF",29,38.6,1849,1571,273,25,2,9,83,248,0,0,0,0,1474,5,42,Matches
Toti Gomes,Wolves,pt POR,DF,24,37.8,1847,1685,158,41,1,5,14,117,0,0,0,0,1516,4,22,Matches
Mario Lemina,Wolves,ga GAB,MF,29,36.2,1470,1432,31,21,8,12,17,9,0,0,0,0,1261,7,9,Matches
João Gomes,Wolves,br BRA,MF,22,31.7,1279,1209,62,35,7,5,30,9,14,4,4,3,1051,8,32,Matches
Matheus Cunha,Wolves,br BRA,"FW,MF",24,30.6,831,769,56,8,8,7,24,15,3,1,0,0,658,6,19,Matches
Rayan Aït-Nouri,Wolves,dz ALG,"DF,MF",22,29.5,1190,1047,138,24,2,5,48,106,8,5,2,0,1005,5,24,Matches
Craig Dawson,Wolves,eng ENG,DF,33,25.7,1277,1236,38,29,2,22,1,1,0,0,0,0,1104,3,9,Matches
Hwang Hee-chan,Wolves,kr KOR,"FW,MF",27,24.9,551,508,43,1,3,3,13,10,4,0,0,0,424,0,23,Matches
Pablo Sarabia,Wolves,es ESP,"MF,FW",31,24.0,976,837,130,34,9,7,154,7,71,37,19,10,684,9,44,Matches
Tommy Doyle,Wolves,eng ENG,MF,21,19.5,955,878,69,44,2,15,43,8,15,8,3,0,801,8,11,Matches
Pedro Neto,Wolves,pt POR,"FW,MF",23,19.2,722,645,73,23,1,5,122,14,34,16,10,2,538,4,17,Matches
Matt Doherty,Wolves,ie IRL,"DF,MF",31,18.7,653,566,87,11,0,5,19,76,0,0,0,0,515,0,18,Matches
Santiago Bueno,Wolves,uy URU,DF,24,14.5,480,468,12,7,0,1,2,2,0,0,0,0,426,0,5,Matches
Jean-Ricner Bellegarde,Wolves,fr FRA,"MF,FW",25,14.0,314,297,15,4,1,0,33,1,6,3,3,0,241,2,11,Matches
Boubacar Traoré,Wolves,ml MLI,MF,21,11.3,455,444,10,4,0,2,6,5,0,0,0,0,383,1,7,Matches
Hugo Bueno,Wolves,es ESP,"DF,MF",20,9.4,406,358,46,1,0,1,32,45,0,0,0,0,318,2,18,Matches
Daniel Bentley,Wolves,eng ENG,GK,30,6.3,144,98,46,13,0,0,0,0,0,0,0,0,96,0,0,Matches
Fábio Silva,Wolves,pt POR,FW,21,4.2,76,72,4,1,1,0,2,1,0,0,0,0,61,0,0,Matches
Nathan Fraser,Wolves,ie IRL,FW,18,3.9,42,39,3,0,0,0,0,0,0,0,0,0,33,0,3,Matches
Sasa Kalajdzic,Wolves,at AUT,FW,26,3.2,60,59,1,0,0,0,1,0,0,0,0,0,38,0,0,Matches
Leon Chiwome,Wolves,eng ENG,FW,17,2.3,22,18,4,0,0,0,0,0,0,0,0,0,19,0,1,Matches
Jonny Castro,Wolves,es ESP,MF,29,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Matheus Nunes,Wolves,pt POR,MF,24,2.0,106,97,8,4,0,0,3,2,1,1,0,0,87,1,2,Matches
Tawanda Chirewa,Wolves,zw ZIM,"MF,FW",19,1.8,58,54,3,1,0,0,4,0,0,0,0,0,46,1,2,Matches
Joseph Hodge,Wolves,ie IRL,MF,20,1.4,,,,,,,0,,,,,,,,,Matches
Harvey Griffiths,Wolves,eng ENG,MF,19,0.4,,,,,,,1,,,,,,,,,Matches
Alfie Pond,Wolves,eng ENG,DF,19,0.1,,,,,,,0,,,,,,,,,Matches
Enso Gonzalez,Wolves,py PAR,"MF,DF",18,0.0,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
Sergio Herrera,Osasuna,es ESP,GK,30,32.9,1185,842,341,118,0,0,0,1,0,0,0,0,766,2,1,Matches
Jesús Areso,Osasuna,es ESP,DF,24,31.9,1368,1033,332,20,1,6,118,311,0,0,0,0,1021,3,48,Matches
Catena,Osasuna,es ESP,DF,28,29.8,1341,1242,94,72,1,19,0,3,0,0,0,0,1095,5,6,Matches
Ante Budimir,Osasuna,hr CRO,FW,32,29.3,441,421,20,0,1,1,12,4,0,0,0,0,241,0,19,Matches
David García,Osasuna,es ESP,DF,29,29.3,1339,1258,77,50,3,11,3,8,0,0,0,0,1109,4,6,Matches
Aimar Oroz,Osasuna,es ESP,MF,21,28.4,1035,986,43,5,3,3,12,7,1,1,0,0,839,6,35,Matches
Rubén Peña,Osasuna,es ESP,"DF,FW",32,25.0,955,785,162,5,2,3,116,149,4,3,1,0,626,8,38,Matches
Johan Mojica,Osasuna,co COL,DF,30,23.5,1193,1001,186,18,1,12,119,167,1,0,0,0,865,6,57,Matches
Moi Gómez,Osasuna,es ESP,"MF,FW",29,23.2,1177,1109,61,29,0,17,53,8,18,3,11,0,953,7,36,Matches
Lucas Torró,Osasuna,es ESP,MF,29,21.9,798,785,12,12,0,6,3,0,0,0,0,0,604,1,8,Matches
Juan Cruz Armada,Osasuna,es ESP,DF,31,21.8,941,759,178,11,0,0,27,165,0,0,0,0,712,4,15,Matches
Jon Moncayola,Osasuna,es ESP,MF,25,21.4,1025,948,74,26,0,12,98,8,40,19,20,0,786,3,16,Matches
Iker Muñoz,Osasuna,es ESP,MF,20,21.4,991,966,18,17,0,10,13,1,0,0,0,0,739,7,12,Matches
Jorge Herrando,Osasuna,es ESP,DF,22,19.6,738,679,58,34,0,3,1,1,0,0,0,0,589,1,11,Matches
Rubén García,Osasuna,es ESP,"FW,MF",30,18.5,774,692,82,24,2,4,118,7,47,25,16,1,519,0,32,Matches
Raúl,Osasuna,es ESP,FW,22,16.4,306,285,18,1,1,0,7,2,0,0,0,0,191,3,11,Matches
Pablo Ibáñez,Osasuna,es ESP,MF,24,14.0,452,437,13,3,0,1,14,5,0,0,0,0,343,2,9,Matches
José Arnaiz,Osasuna,es ESP,"FW,MF",28,12.4,318,260,58,18,0,3,61,3,25,13,8,0,233,0,8,Matches
Ezequiel Ávila,Osasuna,ar ARG,"FW,MF",29,9.6,371,312,56,13,4,6,79,10,32,17,12,0,232,3,9,Matches
Aitor Fernández,Osasuna,es ESP,GK,32,8.5,198,147,49,27,0,0,0,0,0,0,0,0,127,2,0,Matches
Unai García,Osasuna,es ESP,DF,31,6.2,202,184,17,15,0,6,5,2,0,0,0,0,158,1,0,Matches
Kike Barja,Osasuna,es ESP,"FW,MF",26,4.4,114,110,4,1,0,0,38,1,2,2,0,0,83,0,3,Matches
Nacho Vidal,Osasuna,es ESP,"DF,FW",28,1.8,40,36,4,1,0,1,2,3,0,0,0,0,27,0,2,Matches
Darko Brašanac,Osasuna,rs SRB,MF,31,1.4,15,15,0,0,0,0,1,0,0,0,0,0,9,0,0,Matches
Iñigo Arguibide,Osasuna,es ESP,DF,18,0.2,4,3,1,0,0,0,0,1,0,0,0,0,1,0,1,Matches
Jorge Moreno,Osasuna,es ESP,DF,22,0.2,7,7,0,0,0,0,1,0,0,0,0,0,2,0,0,Matches
Asier Osambela,Osasuna,es ESP,MF,19,0.1,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
Xabier Huarte Armendáriz,Osasuna,es ESP,MF,22,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
Max Svensson,Osasuna,es ESP,FW,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Matteo Pessina,Monza,it ITA,MF,26,36.8,2154,2037,112,65,1,9,19,4,0,0,0,0,1903,5,26,Matches
Michele Di Gregorio,Monza,it ITA,GK,26,32.9,1350,1053,296,73,0,2,0,0,0,0,0,0,1054,1,1,Matches
Andrea Colpani,Monza,it ITA,"MF,FW",24,30.3,981,876,99,24,2,33,115,9,66,15,40,0,752,6,19,Matches
Pablo Marí,Monza,es ESP,DF,29,29.9,1737,1670,66,31,0,5,4,12,0,0,0,0,1581,1,6,Matches
Roberto Gagliardini,Monza,it ITA,"MF,DF",29,27.2,1487,1427,57,45,2,13,8,8,3,0,0,0,1339,3,11,Matches
Luca Caldirola,Monza,it ITA,DF,32,24.8,1374,1294,78,43,0,7,4,12,0,0,0,0,1247,2,10,Matches
Dany Mota,Monza,pt POR,"FW,MF",25,23.8,836,775,58,9,1,5,90,5,31,3,23,0,625,3,33,Matches
Samuele Birindelli,Monza,it ITA,DF,24,22.4,1104,939,160,11,1,14,54,148,1,0,0,0,902,5,31,Matches
Giorgos Kyriakopoulos,Monza,gr GRE,DF,27,19.7,1080,908,170,17,0,0,88,136,17,1,16,0,891,2,30,Matches
Patrick Ciurria,Monza,it ITA,"DF,MF",28,18.8,847,740,106,7,2,2,54,92,7,2,4,0,662,1,25,Matches
Armando Izzo,Monza,it ITA,DF,31,18.6,1235,1181,54,43,0,5,3,8,0,0,0,0,1122,0,7,Matches
Danilo D'Ambrosio,Monza,it ITA,DF,34,17.8,1095,1029,65,34,1,2,8,27,0,0,0,0,979,1,9,Matches
Andrea Carboni,Monza,it ITA,DF,22,16.7,976,925,51,16,0,10,22,34,0,0,0,0,833,0,13,Matches
Warren Bondo,Monza,fr FRA,MF,19,16.4,621,602,16,6,0,3,2,3,1,0,0,0,557,3,11,Matches
Lorenzo Colombo,Monza,it ITA,FW,21,15.1,263,252,11,1,0,4,2,2,0,0,0,0,185,0,7,Matches
Milan Đurić,Monza,ba BIH,FW,33,14.0,272,268,4,0,0,0,1,0,0,0,0,0,140,0,5,Matches
Valentin Carboni,Monza,ar ARG,"MF,FW",18,13.2,523,507,16,3,4,4,17,2,6,2,2,0,436,0,20,Matches
Pedro Pereira,Monza,pt POR,DF,25,9.3,517,448,66,2,0,2,37,64,0,0,0,0,406,3,17,Matches
Jean-Daniel Akpa-Akpro,Monza,ci CIV,MF,30,7.8,263,260,3,1,1,1,1,0,0,0,0,0,220,0,11,Matches
Alessio Zerbin,Monza,it ITA,"DF,FW",24,7.6,282,228,54,7,1,0,31,35,12,1,7,0,218,0,11,Matches
Alessandro Sorrentino,Monza,it ITA,GK,21,6.1,193,141,52,10,0,0,0,0,0,0,0,0,148,0,0,Matches
Samuele Vignato,Monza,it ITA,"MF,FW",19,4.2,128,118,10,2,1,3,12,1,6,0,5,0,107,0,3,Matches
Gianluca Caprari,Monza,it ITA,"MF,FW",30,3.8,124,114,9,1,0,0,9,2,5,1,3,0,98,1,7,Matches
Daniel Maldini,Monza,it ITA,"MF,FW",21,3.7,114,103,11,2,1,0,9,0,8,3,2,0,89,0,1,Matches
Mirko Marić,Monza,hr CRO,FW,28,3.2,91,87,4,0,0,0,1,0,0,0,0,0,66,0,4,Matches
Pepín,Monza,gq EQG,"MF,FW",26,2.7,143,134,7,2,2,1,4,2,3,0,3,0,113,2,3,Matches
Papu Gómez,Monza,ar ARG,"MF,FW",35,0.5,19,13,5,1,1,0,5,0,4,1,2,0,11,1,0,Matches
Giulio Donati,Monza,it ITA,DF,33,0.4,46,40,6,1,0,0,4,5,0,0,0,0,38,0,1,Matches
Franco Carboni,Monza,it ITA,MF,20,0.4,,,,,,,2,,,,,,,,,Matches
Giorgio Cittadini,Monza,it ITA,DF,21,0.2,6,5,1,1,0,0,0,0,0,0,0,0,5,0,0,Matches
Andrea Ferraris,Monza,it ITA,MF,20,0.1,4,3,1,0,0,0,0,1,0,0,0,0,4,0,0,Matches
Davide Bettella,Monza,it ITA,MF,23,0.0,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
Ermedin Demirović,Augsburg,ba BIH,"FW,MF",25,32.6,574,523,44,3,3,1,10,4,1,0,0,0,371,7,35,Matches
Ohis Felix Uduokhai,Augsburg,de GER,DF,25,32.5,1658,1562,91,45,0,11,3,4,0,0,0,0,1349,5,6,Matches
Finn Dahmen,Augsburg,de GER,GK,25,32.0,1345,1053,285,98,0,3,0,0,0,0,0,0,1025,7,0,Matches
Jeffrey Gouweleeuw,Augsburg,nl NED,DF,32,28.8,1490,1414,64,58,3,17,18,3,0,0,0,0,1147,12,14,Matches
Phillip Tietz,Augsburg,de GER,FW,26,26.8,534,520,8,1,4,3,7,0,0,0,0,0,332,6,15,Matches
Ruben Vargas,Augsburg,ch SUI,"MF,FW",24,22.8,684,614,68,8,5,2,68,37,11,5,4,0,474,2,32,Matches
Kevin Mbabu,Augsburg,ch SUI,DF,28,22.7,1020,780,236,6,1,2,101,230,0,0,0,0,644,4,42,Matches
Elvis Rexhbeçaj,Augsburg,de GER,MF,25,22.4,709,670,37,21,3,1,21,3,3,0,2,0,523,2,19,Matches
Mads Pedersen,Augsburg,dk DEN,DF,26,20.3,853,652,196,19,3,6,53,176,1,1,0,0,637,5,22,Matches
Iago,Augsburg,br BRA,DF,26,18.0,735,614,116,10,1,3,44,106,0,0,0,0,536,5,22,Matches
Arne Engels,Augsburg,be BEL,"MF,DF",19,16.6,587,498,85,19,3,9,87,30,36,20,13,0,394,4,23,Matches
Niklas Dorsch,Augsburg,de GER,MF,25,16.1,628,600,25,22,2,4,4,0,1,0,1,0,545,3,5,Matches
Fredrik Jensen,Augsburg,fi FIN,"MF,FW",25,14.9,476,407,62,19,1,2,91,2,41,20,19,0,290,7,23,Matches
Arne Maier,Augsburg,de GER,MF,24,11.8,593,498,92,21,0,2,87,8,61,17,34,0,449,3,12,Matches
Kristijan Jakić,Augsburg,hr CRO,MF,26,11.7,503,489,11,10,0,5,6,0,1,1,0,0,398,3,6,Matches
Maximilian Bauer,Augsburg,de GER,DF,23,9.0,491,452,39,17,0,0,1,15,0,0,0,0,423,0,3,Matches
Tim Breithaupt,Augsburg,de GER,MF,21,8.0,281,274,6,3,0,0,2,0,0,0,0,0,232,1,6,Matches
Sven Michel,Augsburg,de GER,"FW,MF",33,7.3,173,155,15,0,2,0,11,2,0,0,0,0,97,3,10,Matches
Dion Drena Beljo,Augsburg,hr CRO,"FW,MF",21,6.8,160,150,9,0,2,1,3,2,0,0,0,0,115,1,2,Matches
Patric Pfeiffer,Augsburg,de GER,DF,23,6.7,267,257,9,6,0,3,1,3,0,0,0,0,193,1,7,Matches
Robert Gumny,Augsburg,pl POL,DF,25,5.3,195,144,51,0,0,0,8,51,0,0,0,0,138,0,5,Matches
Pep Biel,Augsburg,es ESP,"MF,FW",26,3.2,123,113,10,3,0,1,14,0,6,1,4,0,99,0,2,Matches
Tomáš Koubek,Augsburg,cz CZE,GK,30,3.0,98,70,28,4,0,0,0,0,0,0,0,0,69,0,1,Matches
Mergim Berisha,Augsburg,de GER,FW,25,1.5,14,13,1,0,0,0,1,0,0,0,0,0,10,0,1,Matches
Mert Kömür,Augsburg,de GER,"MF,DF",18,1.3,34,33,1,0,1,0,1,1,0,0,0,0,30,0,1,Matches
Frederik Winther,Augsburg,dk DEN,DF,22,1.0,,,,,,,0,,,,,,,,,Matches
Irvin Cardona,Augsburg,fr FRA,"MF,DF",25,0.6,15,10,5,0,0,0,6,2,3,0,3,0,8,0,0,Matches
David Čolina,Augsburg,hr CRO,DF,23,0.5,,,,,,,2,,,,,,,,,Matches
Masaya Okugawa,Augsburg,jp JPN,"FW,DF",27,0.4,11,9,2,0,0,0,0,2,0,0,0,0,7,0,0,Matches
Nathanael Mbuku,Augsburg,fr FRA,FW,21,0.1,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
Mahmut Kücüksahin,Augsburg,,MF,19,0.0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
Lucas Perrin,Strasbourg,fr FRA,DF,24,33.6,1839,1693,143,84,4,9,6,14,0,0,0,0,1608,3,8,Matches
Frederic Guilbert,Strasbourg,fr FRA,"DF,MF",28,30.7,1467,1242,224,48,1,7,91,161,15,8,4,1,1108,1,25,Matches
Habib Diarra,Strasbourg,sn SEN,"MF,FW",19,29.1,874,850,23,8,3,4,25,4,3,2,0,0,735,1,13,Matches
Dilane Bakwa,Strasbourg,fr FRA,"FW,MF",20,27.4,862,705,154,49,9,5,183,33,72,43,22,1,587,3,28,Matches
Marvin Senaya,Strasbourg,tg TOG,"DF,MF",22,26.0,1120,903,216,31,1,3,86,184,1,0,1,0,871,1,23,Matches
Thomas Delaine,Strasbourg,fr FRA,"DF,MF",31,25.0,882,699,179,24,2,1,110,146,9,0,8,0,638,4,25,Matches
Emanuel Emegha,Strasbourg,nl NED,FW,20,25.0,294,278,16,1,0,0,1,1,0,0,0,0,215,0,10,Matches
Abakar Sylla,Strasbourg,ci CIV,DF,20,22.9,1266,1186,79,30,0,7,3,17,0,0,0,0,1111,1,5,Matches
Ibrahima Sissoko,Strasbourg,ml MLI,MF,25,22.5,752,737,13,12,2,2,2,1,0,0,0,0,614,2,4,Matches
Ismaël Doukouré,Strasbourg,fr FRA,"MF,DF",20,20.0,771,729,40,23,4,7,0,8,0,0,0,0,660,2,9,Matches
Alaa Bellaarouch,Strasbourg,ma MAR,GK,21,19.3,504,404,97,36,0,1,0,0,0,0,0,0,352,3,1,Matches
Matz Sels,Strasbourg,be BEL,GK,31,19.0,619,452,166,53,0,0,0,0,0,0,0,0,452,1,0,Matches
Junior Mwanga,Strasbourg,fr FRA,"MF,FW",20,18.9,521,487,32,12,5,4,4,1,0,0,0,0,416,2,17,Matches
Kévin Gameiro,Strasbourg,fr FRA,"FW,MF",36,16.7,461,448,12,1,4,1,13,0,0,0,0,0,373,1,14,Matches
Ângelo Borges,Strasbourg,br BRA,"FW,MF",18,15.1,426,410,15,3,4,1,54,4,5,3,1,0,300,1,13,Matches
Gerzino Nyamsi,Strasbourg,fr FRA,DF,26,12.1,632,595,37,29,0,6,1,0,0,0,0,0,555,0,6,Matches
Saidou Sow,Strasbourg,gn GUI,DF,21,9.4,353,338,15,14,2,2,1,1,0,0,0,0,301,0,3,Matches
Andrey Santos,Strasbourg,br BRA,MF,19,9.2,511,488,22,10,2,1,3,0,0,0,0,0,444,1,8,Matches
Jessy Deminguet,Strasbourg,fr FRA,"MF,FW",25,9.0,258,231,25,13,1,3,18,5,7,2,1,0,221,2,1,Matches
Dion Moise Sahi,Strasbourg,ci CIV,"MF,FW",21,8.8,175,165,9,0,0,0,6,3,0,0,0,0,137,1,2,Matches
Lebo Mothiba,Strasbourg,za RSA,FW,27,6.9,118,115,1,0,0,0,1,0,0,0,0,0,86,2,3,Matches
Jérémy Sebas,Strasbourg,mq MTQ,"FW,MF",20,4.7,74,72,2,0,0,0,4,1,0,0,0,0,52,0,2,Matches
Jean-Ricner Bellegarde,Strasbourg,fr FRA,"MF,FW",25,3.0,96,88,6,1,0,0,8,0,5,3,2,0,67,2,1,Matches
Rabby Nzingoula,Strasbourg,cg CGO,"MF,FW",17,1.9,43,43,0,0,0,0,3,0,0,0,0,0,27,0,1,Matches
Aboubacar Ali,Strasbourg,fr FRA,"MF,FW",17,1.4,34,34,0,0,0,0,6,0,0,0,0,0,22,0,1,Matches
Eduard Sobol,Strasbourg,ua UKR,DF,28,1.3,13,11,2,0,0,0,3,2,0,0,0,0,8,0,1,Matches
Steven Baseya,Strasbourg,fr FRA,DF,18,1.1,12,11,1,1,0,0,0,0,0,0,0,0,11,0,0,Matches
Sanjin Prcić,Strasbourg,ba BIH,MF,29,1.0,47,42,4,4,0,1,0,0,0,0,0,0,44,1,0,Matches
Mohamed Bechikh,Strasbourg,fr FRA,"FW,MF",18,0.2,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
Samir El Mourabet,Strasbourg,fr FRA,FW,17,0.2,,,,,,,0,,,,,,,,,Matches
Patrick Ouotro,Strasbourg,ci CIV,FW,17,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
David Soria,Getafe,es ESP,GK,30,39.9,1295,781,508,198,0,9,0,0,0,0,0,0,687,6,0,Matches
Nemanja Maksimović,Getafe,rs SRB,MF,28,38.2,1036,969,63,19,1,3,6,5,0,0,0,0,844,4,16,Matches
Mason Greenwood,Getafe,eng ENG,"MF,FW",21,32.2,1036,962,66,21,4,32,121,3,39,28,1,0,777,8,24,Matches
Diego Rico,Getafe,es ESP,DF,30,30.2,1495,1150,335,24,2,28,138,311,0,0,0,0,993,10,49,Matches
Gastón Álvarez,Getafe,uy URU,DF,23,29.9,1017,878,138,35,0,10,25,101,0,0,0,0,754,1,17,Matches
Djené,Getafe,tg TOG,"DF,MF",31,28.6,1121,1049,69,21,0,4,30,48,0,0,0,0,861,3,14,Matches
Omar Alderete,Getafe,py PAR,DF,26,27.3,1056,985,58,54,0,37,7,3,0,0,0,0,678,13,11,Matches
Luis Milla,Getafe,es ESP,MF,28,26.5,1273,1101,165,93,1,40,114,3,65,30,24,0,1011,7,17,Matches
Borja Mayoral,Getafe,es ESP,FW,26,26.3,558,530,26,0,0,8,22,1,1,0,0,0,422,2,26,Matches
Jaime Mata,Getafe,es ESP,"FW,MF",34,21.8,521,502,17,1,0,1,44,8,1,0,0,0,340,2,21,Matches
Juanmi Latasa,Getafe,es ESP,FW,22,19.9,368,354,11,0,2,0,4,0,0,0,0,0,192,3,5,Matches
Iglesias,Getafe,es ESP,"DF,FW",25,18.5,635,505,123,10,2,10,76,113,0,0,0,0,382,7,15,Matches
Damián Suárez,Getafe,uy URU,DF,35,15.4,638,499,137,20,0,15,49,107,9,1,6,1,436,2,14,Matches
Carmona,Getafe,es ESP,"DF,MF",21,15.3,570,489,79,6,0,3,30,73,0,0,0,0,419,2,20,Matches
Óscar Rodríguez Arnaiz,Getafe,es ESP,"MF,FW",25,13.4,442,418,23,6,3,8,21,3,11,3,4,0,333,1,15,Matches
Carles Aleñá,Getafe,es ESP,MF,25,13.3,396,359,36,17,1,4,43,5,14,13,1,0,308,1,12,Matches
Domingos Duarte,Getafe,pt POR,DF,28,12.1,380,365,13,11,1,3,1,1,0,0,0,0,294,2,4,Matches
Stefan Mitrović,Getafe,rs SRB,DF,33,9.2,251,223,28,24,1,1,1,0,0,0,0,0,191,0,0,Matches
Jordi,Getafe,es ESP,"MF,DF",22,8.4,242,233,6,0,1,1,34,6,0,0,0,0,150,3,7,Matches
Jesús Santiago,Getafe,es ESP,MF,19,7.3,189,184,4,3,0,1,4,0,1,0,0,0,144,1,8,Matches
Ilaix Moriba,Getafe,gn GUI,"MF,FW",20,6.7,204,201,3,2,1,1,2,1,0,0,0,0,150,0,7,Matches
Mauro Arambarri,Getafe,uy URU,MF,27,3.8,142,138,4,2,0,2,6,1,1,1,0,0,114,0,2,Matches
Fabrizio Angileri,Getafe,ar ARG,"DF,MF",29,2.5,103,96,7,1,0,2,10,6,0,0,0,0,68,0,5,Matches
