Player Name,Club Name,FoulsDrawnLeadingToShotAttempt,Position,FoulsDrawnLeadingToGoal,ActionsLeadingToShots,ShotCreatingActionsPer90Min,InPlayPassesThatLeadToShotAttempt,SetpiecesLeadingToShotAttempt,SuccessfulTakeOnsLeadingToShotAttempt,ShotsThatLeadToShotAttempt,DefensiveActionsLeadingToShotAttempt,GoalCreationAccuracy,InPlayPassesLeadingToGoal,SetpiecesLeadingToGoal,FoulsDrawnLeadingToGoal,ShotsAttemptLeadingToGoal,DefensiveActionsLeadingToGoal,DefensiveErrors,TacklesAttempted,TackleWon,TacklesinDef3rd,TacklesinMid3rd,TacklesinAtt3rd,DribblesStopped,PassesBlocked,DribblesWinningPerc,DribblesNotStopped,TotalBlocks,ShotsBlocked,PassesBlocked,Tackles+Interception,Clearances,Goals,Shots,ShotsOnTarget,ShotsOnTarget%,Shots/90min,ShotsOnTarget/90min,Goals/Shot,Goals/ShotOnTarget,AverageShotDistance,ShotsfromFreeKicks,PKMade,TotalPK,ExpectedGoal,NonPenaltyExpectedGoals,NonPenaltyExpectedGoals/shot,Goals-XG,NonPenaltyGoals-NonPenaltyXG,Miscontrols,Receiving,Touches,TouchesInDefensivePenaltyArea,TouchesInDefensive1/3rd,TouchesInMid1/3rd,TouchesInAtt1/3rd,TouchesInAttackingPenaltyArea,TakeOnsAttempted,SucessfulTakeOns,SucessfulTakeOns%,TimesTackledByADefDuringTakeOn,TimesTackledByADefDuringTakeOn%,NumberOfCarries,DistanceTravelledInCarries(Yards),DistanceTravelledInCarries(Yards)TowardsOpponentGoal,CarriesThatReachesCloseToOpponentGoal(DistTravelled>10Yards),CarriesInFinalThird,CarriesInPenaltyArea,PassesRecieved,DisPossesed,ProgressivePassesRecieved,ShortPassesCompleted%,TotalPassingDistance,PassesAttempted,ProgressivePassingDistance,ShortPassesCompleted,ShortPassesAttempted,ShortPassesCompleted%,MediumPassesCompleted,PassesIntoPenaltyArea,CrossesIntoPenaltyArea,ProgressivePasses,LongPassesAttempted,LongPassesCompleted%,YellowCards,RedCards,2ndYellowCard,FoulsCommited,FoulsDrawn,Offsides,Crosses,Interceptions,TacklesWon,PenaltyKicksWon,PenaltyKicksConceeded,OwnGoals,BallsRecovered,AerialDuelWon,AerialDuelLost,AerialDuelWinningPercentage,"PassesCompleted	",InGamePasses,SetPiecesPasses,FreeKickPasses,ThroughBalls,Switches,Crosses,ThrowInsTaken,CornersTaken,InswingingCorners,OutswingingCorners,StraightCorners,PassesCompleted,PassesOffside
Jorge Herrando,Osasuna,0,DF,0,4,0.22,3,1,0,0,0,0,0,0,0,0,0,1,29,22,23,6,0,12,9,63.2,7,20,11,17,44,69,0,7,0,0,0.36,0,0,,14.5,0,0,0,0.4,0.4,0.09,-0.4,-0.4,4,19.6,899,125,476,399,25,10,2,2,100,0,0,442,1982,870,3,3,0,2,524,1,22,11221,738,4290,213,237,89.9,315,1,0,35,131,42.7,4,0,0,27,10,0,1,17,22,0,0,0,49,26,25,51,738,679,58,34,0,3,1,1,0,0,0,0,589,1
Rubén García,Osasuna,6,"FW,MF",1,65,3.79,36,14,7,2,0,0.29,4,0,0,0,0,0,32,20,8,17,7,13,20,39.4,20,23,3,13,44,23,3,33,12,36.4,1.78,0.65,0.09,0.25,18,3,0,0,2.3,2.3,0.08,0.7,0.7,31,18.5,951,19,125,365,466,40,31,18,58.1,9,29,473,2042,730,16,26,4,23,647,117,30,8222,774,2306,288,354,81.4,163,26,9,59,130,42.3,1,0,0,24,28,6,118,13,20,0,0,0,86,30,36,45.5,774,692,82,24,2,4,118,7,47,25,16,1,519,0
Raúl,Osasuna,2,FW,0,22,1.46,16,0,0,4,0,0.13,2,0,0,0,0,0,10,4,4,2,4,2,8,20,8,9,1,5,15,11,6,41,13,31.7,2.5,0.79,0.15,0.46,11.6,0,0,0,4.9,4.9,0.15,1.1,1.1,36,16.4,455,12,35,199,224,64,21,6,28.6,13,61.9,221,899,381,16,11,7,16,339,68,22,2465,306,453,128,190,67.4,46,6,0,22,10,60,4,0,0,14,13,9,7,5,4,0,0,0,28,50,69,42,306,285,18,1,1,0,7,2,0,0,0,0,191,3
Pablo Ibáñez,Osasuna,5,MF,1,30,2.35,19,1,1,3,1,0.31,2,0,1,0,0,0,18,13,5,7,6,5,23,23.8,16,26,3,10,27,17,1,29,8,27.6,2.07,0.57,0.03,0.13,18.1,0,0,0,2.3,2.3,0.08,-1.3,-1.3,19,14,621,20,85,304,241,45,30,8,26.7,21,70,318,1978,855,26,20,4,10,394,54,24,5502,452,1476,163,208,78.4,147,10,2,67,40,55,5,0,0,28,18,2,14,10,13,1,0,0,74,36,38,48.6,452,437,13,3,0,1,14,5,0,0,0,0,343,2
José Arnaiz,Osasuna,8,"FW,MF",1,40,3.88,13,12,2,5,0,0.48,1,2,0,1,0,0,14,10,6,4,4,6,9,28.6,15,11,2,3,17,2,3,36,13,36.1,2.9,1.05,0.08,0.23,22.7,5,0,0,1.7,1.7,0.06,0.3,0.3,27,12.4,449,3,37,158,256,30,29,11,37.9,15,51.7,259,1677,747,23,20,7,24,299,85,28,3471,318,615,136,157,86.6,65,5,1,11,43,48.8,4,0,0,10,24,4,61,3,10,0,0,0,39,11,14,44,318,260,58,18,0,3,61,3,25,13,8,0,233,0
Ezequiel Ávila,Osasuna,1,"FW,MF",0,37,3.85,23,9,0,4,0,0.73,3,2,0,2,0,0,3,2,1,1,1,3,14,27.3,8,14,0,4,7,8,1,27,6,22.2,2.81,0.62,0.04,0.17,21.2,0,0,0,2,2,0.08,-1,-1,12,9.6,474,5,41,183,253,28,18,5,27.8,10,55.6,236,1037,429,14,16,5,1,314,75,29,5068,371,1419,94,122,77,75,18,7,39,109,54.1,3,2,0,8,20,4,79,4,2,0,0,0,37,10,20,33.3,371,312,56,13,4,6,79,10,32,17,12,0,232,3
Aitor Fernández,Osasuna,0,GK,0,1,0.16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,8.5,216,156,207,9,1,1,0,0,,0,,112,636,426,0,0,0,0,95,0,32,4462,198,3696,10,10,100,48,0,0,1,137,50.4,3,0,0,1,0,0,0,0,0,0,0,0,11,0,1,0,198,147,49,27,0,0,0,0,0,0,0,0,127,2
Unai García,Osasuna,0,DF,0,2,0.32,0,2,0,0,0,0,0,0,0,0,0,0,12,9,9,2,1,5,6,50,5,7,1,8,20,18,1,2,1,50,0.32,0.16,0.5,1,14.4,0,0,0,0.1,0.1,0.06,0.9,0.9,3,6.2,259,26,121,124,16,7,1,0,0,1,100,104,379,183,2,2,0,3,136,1,31,3503,202,1226,46,51,90.2,88,0,0,12,49,49,6,1,1,9,1,0,5,8,9,0,0,0,21,4,7,36.4,202,184,17,15,0,6,5,2,0,0,0,0,158,1
Kike Barja,Osasuna,1,"FW,MF",0,12,3.56,9,0,1,1,0,0.3,1,0,0,0,0,0,6,4,2,2,2,3,1,37.5,5,2,1,3,8,2,0,5,2,40,1.13,0.45,0,0,14.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2,17,4.4,165,5,15,55,98,14,22,11,50,8,36.4,109,712,357,17,8,5,7,128,41,26,1232,114,240,44,50,88,24,6,3,8,17,47.1,3,0,0,8,6,2,38,3,4,0,0,0,16,3,5,37.5,114,110,4,1,0,0,38,1,2,2,0,0,83,0
Nacho Vidal,Osasuna,0,"DF,FW",0,1,0.94,1,0,0,0,0,0,0,0,0,0,0,0,5,4,2,2,1,2,2,40,3,2,0,0,5,6,1,4,1,25,2.25,0.56,0.25,1,12.4,0,0,0,0.3,0.3,0.1,0.7,0.7,1,1.8,62,5,20,21,21,4,2,1,50,1,50,25,85,32,0,1,0,2,26,4,28,529,40,191,8,13,61.5,14,0,0,1,8,50,0,0,0,1,1,0,2,0,4,0,0,0,3,2,4,33.3,40,36,4,1,0,1,2,3,0,0,0,0,27,0
Darko Brašanac,Osasuna,0,MF,0,2,3.75,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,100,0,1,0,0,1,0,0,2,1,50,1.44,0.72,0,0,,0,0,0,0,0,,0,0,0,1.4,17,1,1,8,8,1,0,0,,0,,7,75,50,2,1,0,0,13,3,31,142,15,18,5,7,71.4,3,0,0,1,2,50,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,50,15,15,0,0,0,0,1,0,0,0,0,0,9,0
Iñigo Arguibide,Osasuna,0,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,0,0,1,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,1,0.2,8,0,4,3,1,0,0,0,,0,,1,3,0,0,0,0,0,1,0,18,10,4,0,1,3,33.3,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,100,4,3,1,0,0,0,0,1,0,0,0,0,1,0
Jorge Moreno,Osasuna,0,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,1,0,0,0,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,0.2,14,5,9,4,1,0,0,0,,0,,2,7,0,0,0,0,0,4,0,22,38,7,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,50,7,7,0,0,0,0,1,0,0,0,0,0,2,0
Asier Osambela,Osasuna,0,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,,0,0,0,0,2,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,1,0.1,9,0,1,4,4,2,0,0,,0,,3,6,0,0,0,0,1,6,1,19,17,5,2,2,3,66.7,0,0,0,0,0,,0,0,0,1,0,0,0,0,1,0,0,0,1,2,2,50,5,5,0,0,0,0,0,0,0,0,0,0,2,0
Xabier Huarte Armendáriz,Osasuna,0,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,0.1,2,0,0,2,0,0,0,0,,0,,2,5,0,0,1,0,1,3,0,22,28,2,11,1,1,100,1,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,0,0,0,0,0,0,0,0,2,0
Max Svensson,Osasuna,0,FW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,0,0,0,0,1,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,1,0,2,0,0,0,2,2,0,0,,0,,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matteo Pessina,Monza,2,MF,0,74,2.07,64,0,1,5,2,0.22,7,0,0,1,0,1,44,28,20,20,4,23,18,46.9,26,29,11,28,71,46,6,23,8,34.8,0.62,0.22,0.09,0.25,20.2,0,4,5,6.3,2.4,0.11,-0.3,-0.4,54,36.8,2459,89,502,1550,421,31,34,14,41.2,15,44.1,1582,9264,4472,69,66,2,18,1773,53,26,33524,2154,7225,780,865,90.2,952,26,5,190,190,75.3,5,1,1,32,46,1,19,28,28,0,1,0,188,32,33,49.2,2154,2037,112,65,1,9,19,4,0,0,0,0,1903,5
Michele Di Gregorio,Monza,1,GK,1,11,0.34,8,2,0,0,0,0.09,1,1,0,0,0,2,1,0,1,0,0,1,1,25,3,1,0,1,2,10,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2,32.9,1439,1210,1426,14,0,0,3,3,100,0,0,879,4769,2714,0,0,0,1,775,0,26,28283,1350,18779,220,224,98.2,513,0,0,1,600,52.3,0,0,0,1,4,0,0,1,0,0,0,0,33,6,1,85.7,1350,1053,296,73,0,2,0,0,0,0,0,0,1054,1
Andrea Colpani,Monza,7,"MF,FW",0,120,4.06,79,20,8,5,1,0.34,8,0,2,0,0,0,25,15,6,13,6,11,7,55,9,11,4,16,39,14,8,69,20,29,2.28,0.66,0.12,0.4,19.9,9,0,0,4.8,4.8,0.07,3.2,3.2,52,30.3,1255,23,133,501,641,83,80,28,35,40,50,826,5437,2472,90,69,27,38,938,193,24,14005,981,3225,333,379,87.9,296,41,9,120,176,58,1,0,0,25,47,2,115,16,15,0,0,0,86,9,25,26.5,981,876,99,24,2,33,115,9,66,15,40,0,752,6
Pablo Marí,Monza,1,DF,0,22,0.76,18,1,0,1,1,0.03,1,0,0,0,0,1,41,25,34,7,0,22,15,64.7,12,40,25,38,78,115,0,8,1,12.5,0.27,0.03,0,0,13.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,8,29.9,2007,307,1087,880,44,17,8,5,62.5,2,25,1224,5474,2795,2,8,0,3,1420,1,29,33221,1737,11252,421,451,93.3,919,3,1,62,310,74.5,8,0,0,39,9,0,4,38,25,0,1,0,98,41,20,67.2,1737,1670,66,31,0,5,4,12,0,0,0,0,1581,1
Roberto Gagliardini,Monza,3,"MF,DF",0,51,1.94,45,2,0,1,0,0.11,3,0,0,0,0,0,61,31,27,25,9,31,19,62,19,30,11,32,92,38,1,39,9,23.1,1.43,0.33,0.03,0.11,17.8,1,0,0,2.9,2.9,0.08,-1.9,-1.9,28,27.2,1761,94,439,1034,310,42,17,8,47.1,7,41.2,1045,5931,2950,38,36,2,14,1222,36,29,23611,1487,5656,563,607,92.8,648,10,1,120,135,74.8,5,0,0,26,21,1,8,32,31,0,1,0,140,46,36,56.1,1487,1427,57,45,2,13,8,8,3,0,0,0,1339,3
Luca Caldirola,Monza,0,DF,0,14,0.59,13,0,0,0,1,0.04,1,0,0,0,0,0,25,15,19,4,2,13,9,59.1,9,26,17,31,54,53,1,10,2,20,0.4,0.08,0.1,0.5,10.8,0,0,0,0.5,0.5,0.05,0.5,0.5,6,24.8,1546,203,809,678,61,16,2,1,50,0,0,966,4882,2482,10,5,0,1,1146,9,32,23794,1374,7803,453,464,97.6,656,1,1,56,192,68.2,7,1,1,24,17,1,4,31,15,0,1,0,58,30,23,56.6,1374,1294,78,43,0,7,4,12,0,0,0,0,1247,2
Dany Mota,Monza,6,"FW,MF",3,71,3.12,49,14,0,2,0,0.35,5,0,0,0,0,0,13,7,2,5,6,8,3,47.1,9,4,1,2,15,18,4,40,12,30,1.68,0.5,0.1,0.33,14.4,0,0,0,3.6,3.6,0.09,0.4,0.4,43,23.8,1028,22,101,434,504,93,49,16,32.7,28,57.1,696,5390,2771,112,82,32,30,785,152,25,10962,836,1870,316,373,84.7,222,21,11,57,108,69.4,3,0,0,23,28,7,90,2,7,2,0,0,72,40,48,45.5,836,775,58,9,1,5,90,5,31,3,23,0,625,3
Samuele Birindelli,Monza,3,DF,0,43,1.92,35,0,1,4,0,0.18,4,0,0,0,0,0,28,19,16,7,5,14,19,56,11,30,11,18,46,48,0,25,9,36,1.12,0.4,0,0,18.1,0,0,0,1.1,1.1,0.04,-1.1,-1.1,35,22.4,1320,63,412,557,364,43,30,12,40,15,50,766,4352,2314,63,40,11,9,885,122,24,15543,1104,4505,427,466,91.6,382,25,14,70,138,58.7,7,0,0,30,32,1,54,18,19,0,0,0,77,8,6,57.1,1104,939,160,11,1,14,54,148,1,0,0,0,902,5
Giorgos Kyriakopoulos,Monza,1,DF,0,49,2.58,36,9,1,2,0,0.16,1,2,0,0,0,0,19,10,16,3,0,11,17,45.8,13,18,1,13,32,28,0,25,2,8,1.27,0.1,0,0,20.8,1,0,0,1.2,1.2,0.05,-1.2,-1.2,16,19.7,1241,44,343,523,383,36,32,18,56.3,11,34.4,765,4410,2611,64,37,13,10,845,94,27,15032,1080,4779,446,472,94.5,366,20,12,70,120,53.3,3,0,0,16,14,4,88,13,10,0,1,0,71,12,20,37.5,1080,908,170,17,0,0,88,136,17,1,16,0,891,2
Patrick Ciurria,Monza,1,"DF,MF",0,53,2.98,43,4,2,2,1,0.17,2,0,0,1,0,0,30,19,13,13,4,13,15,61.9,8,20,5,10,39,28,0,30,7,23.3,1.6,0.37,0,0,22.6,0,0,0,1.5,1.5,0.05,-1.5,-1.5,19,18.8,1021,39,269,411,350,31,24,9,37.5,11,45.8,597,2981,1581,41,41,9,6,711,94,28,10671,847,3258,335,377,88.9,271,28,10,68,72,56.9,2,0,0,30,16,4,54,10,19,0,1,0,56,7,9,43.8,847,740,106,7,2,2,54,92,7,2,4,0,662,1
Armando Izzo,Monza,0,DF,0,18,0.98,15,1,0,2,0,0.05,1,0,0,0,0,1,27,17,17,9,1,16,4,59.3,11,20,16,27,54,49,0,5,3,60,0.27,0.16,0,0,12.1,0,0,0,0.7,0.7,0.14,-0.7,-0.7,10,18.6,1389,161,684,641,73,17,1,0,0,1,100,870,4500,2292,15,7,0,2,1035,7,31,21780,1235,6523,342,361,94.7,665,4,0,59,151,72.2,9,0,0,32,26,1,3,27,17,0,0,0,81,19,20,48.7,1235,1181,54,43,0,5,3,8,0,0,0,0,1122,0
Danilo D'Ambrosio,Monza,1,DF,0,14,0.82,5,0,2,4,2,0,0,0,0,0,0,0,57,35,34,20,3,28,9,68.3,13,22,13,14,71,31,1,16,6,37.5,0.9,0.34,0.06,0.17,15,0,0,0,0.7,0.7,0.05,-0.7,-0.7,12,17.8,1268,126,564,600,114,23,13,7,53.8,5,38.5,787,3641,1763,12,8,1,5,904,25,34,17542,1095,5544,360,376,95.7,531,4,1,61,124,59.7,5,1,1,20,14,2,8,14,35,0,1,0,77,27,20,57.4,1095,1029,65,34,1,2,8,27,0,0,0,0,979,1
Andrea Carboni,Monza,0,DF,0,17,1.03,16,0,0,0,1,0.06,1,0,0,0,0,1,38,23,24,12,2,20,10,64.5,11,23,13,17,55,56,1,18,4,22.2,1.08,0.24,0.06,0.25,15.4,0,0,0,1.2,1.2,0.07,-0.2,-0.2,14,16.7,1148,130,504,516,132,26,6,3,50,3,50,698,3200,1856,13,13,2,2,811,22,22,14698,976,4909,352,384,91.7,411,5,4,46,122,53.3,1,0,0,13,5,1,22,17,23,0,0,0,56,21,17,55.3,976,925,51,16,0,10,22,34,0,0,0,0,833,0
Warren Bondo,Monza,1,MF,0,30,1.83,21,0,2,4,2,0.24,3,0,0,1,0,0,29,22,16,10,3,13,10,76.5,4,13,3,6,35,13,1,17,4,23.5,1.04,0.24,0.06,0.25,20.8,0,0,0,0.9,0.9,0.06,0.1,0.1,16,16.4,750,28,174,458,125,13,18,13,72.2,4,22.2,492,2905,1435,31,20,5,19,541,13,19,9504,621,1586,239,253,94.5,271,2,1,43,39,87.2,9,0,0,31,19,0,2,6,22,0,1,0,70,10,7,58.8,621,602,16,6,0,3,2,3,1,0,0,0,557,3
Lorenzo Colombo,Monza,2,FW,0,28,1.85,19,0,4,3,0,0.4,4,0,2,0,0,0,17,12,3,9,5,8,13,57.1,6,18,5,0,17,14,4,37,10,27,2.45,0.66,0.11,0.4,17.2,0,0,0,3.6,3.6,0.1,0.4,0.4,64,15.1,451,18,32,239,186,65,23,12,52.2,11,47.8,287,1275,464,16,9,13,29,348,75,21,2711,263,593,104,139,74.8,48,3,0,24,22,72.7,3,0,0,25,24,6,2,0,12,0,0,0,35,19,64,22.9,263,252,11,1,0,4,2,2,0,0,0,0,185,0
Milan Đurić,Monza,0,FW,0,13,0.93,8,0,0,5,0,0.07,1,0,0,0,0,0,5,5,0,5,0,2,4,50,2,6,2,0,5,27,4,26,6,23.1,1.86,0.43,0.15,0.67,10.7,0,0,0,3,3,0.11,1,1,24,14,381,32,51,227,104,37,4,2,50,2,50,157,458,108,2,2,1,14,323,31,33,1700,272,251,93,156,59.6,35,2,0,8,3,0,2,0,0,23,26,1,1,0,5,0,0,0,29,86,40,68.3,272,268,4,0,0,0,1,0,0,0,0,0,140,0
Valentin Carboni,Monza,0,"MF,FW",0,42,3.23,36,2,1,1,2,0.31,3,0,0,1,0,0,25,15,10,12,3,8,11,30.8,18,12,1,7,32,4,2,23,7,30.4,1.74,0.53,0.09,0.29,18.3,0,0,0,2.3,2.3,0.1,-0.3,-0.3,30,13.2,676,5,83,329,281,41,49,24,49,18,36.7,465,3385,1577,52,33,18,15,500,75,18,6962,523,1487,225,260,86.5,175,8,1,57,38,73.7,2,0,0,22,20,3,17,7,15,0,0,0,60,4,13,23.5,523,507,16,3,4,4,17,2,6,2,2,0,436,0
Pedro Pereira,Monza,0,DF,0,26,2.78,24,0,1,1,0,0.21,2,0,0,0,0,0,19,13,14,4,1,9,13,52.9,8,15,2,4,23,18,0,3,0,0,0.32,0,0,,14.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2,6,9.3,600,22,164,261,179,15,11,5,45.5,4,36.4,361,1501,886,20,18,3,8,401,69,25,6526,517,2297,215,234,91.9,158,15,10,43,57,43.9,3,0,0,11,3,1,37,4,13,0,0,0,41,5,6,45.5,517,448,66,2,0,2,37,64,0,0,0,0,406,3
Jean-Daniel Akpa-Akpro,Monza,0,MF,0,5,0.64,5,0,0,0,0,0,0,0,0,0,0,1,20,11,14,4,2,3,6,33.3,6,10,4,12,32,15,0,7,3,42.9,0.89,0.38,0,0,26.6,0,0,0,0.5,0.5,0.08,-0.5,-0.5,13,7.8,348,22,111,187,58,5,10,3,30,3,30,189,1226,591,11,9,1,7,215,12,30,3557,263,826,113,128,88.3,95,0,0,10,15,80,5,0,0,15,5,0,1,12,11,0,1,0,29,5,7,41.7,263,260,3,1,1,1,1,0,0,0,0,0,220,0
Alessio Zerbin,Monza,3,"DF,FW",0,29,3.82,19,1,2,4,0,0.26,2,0,0,0,0,0,18,10,13,2,3,4,13,30.8,9,16,3,3,21,5,0,6,2,33.3,0.79,0.26,0,0,20.1,0,0,0,0.4,0.4,0.06,-0.4,-0.4,15,7.6,376,13,88,150,143,18,31,13,41.9,16,51.6,205,1417,675,17,19,5,7,224,46,24,4240,282,1162,83,94,88.3,103,12,9,20,52,57.7,2,1,1,18,13,0,31,3,10,0,0,0,40,2,10,16.7,282,228,54,7,1,0,31,35,12,1,7,0,218,0
Alessandro Sorrentino,Monza,0,GK,0,1,0.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,6.1,205,174,203,2,0,0,1,1,100,0,0,99,484,301,0,0,0,0,102,0,21,3731,193,2467,35,35,100,73,0,0,0,83,48.2,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,,193,141,52,10,0,0,0,0,0,0,0,0,148,0
Samuele Vignato,Monza,0,"MF,FW",0,11,2.89,7,2,1,1,0,0,0,0,0,0,0,0,6,4,2,3,1,2,2,66.7,1,2,0,1,7,1,1,8,4,50,1.91,0.96,0.13,0.25,15.1,0,0,0,1.7,1.7,0.24,-0.7,-0.7,11,4.2,168,0,23,83,67,12,9,5,55.6,4,44.4,109,671,348,13,8,6,6,124,20,19,1743,128,428,61,68,89.7,34,2,0,13,15,73.3,2,0,0,4,4,1,12,1,4,0,0,0,13,1,5,16.7,128,118,10,2,1,3,12,1,6,0,5,0,107,0
Gianluca Caprari,Monza,0,"MF,FW",0,16,5.03,11,3,1,1,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,1,0,0,2,4,0,0,12,0,0,3.16,0,0,,19.6,1,0,0,0.7,0.7,0.09,-0.7,-0.7,9,3.8,154,1,18,65,73,11,8,3,37.5,5,62.5,112,686,370,11,9,5,9,122,16,30,1784,124,475,49,53,92.5,31,7,0,15,24,70.8,0,0,0,3,5,3,9,2,2,0,0,0,11,0,5,0,124,114,9,1,0,0,9,2,5,1,3,0,98,1
Daniel Maldini,Monza,0,"MF,FW",0,19,5.14,13,2,4,0,0,0.54,2,0,0,0,0,0,3,2,0,2,1,3,2,50,3,2,0,2,5,1,4,12,5,41.7,3.24,1.35,0.33,0.8,20,1,0,0,1.3,1.3,0.11,2.7,2.7,12,3.7,159,2,21,74,71,13,19,9,47.4,7,36.8,101,770,419,15,7,7,5,123,22,21,1463,114,391,50,57,87.7,25,6,1,10,20,60,0,0,0,3,5,2,9,2,2,0,0,0,11,1,5,16.7,114,103,11,2,1,0,9,0,8,3,2,0,89,0
Mirko Marić,Monza,0,FW,0,7,2.2,6,0,0,1,0,0,0,0,0,0,0,0,4,0,2,1,1,0,4,0,2,4,0,2,6,3,1,7,2,28.6,2.2,0.63,0.14,0.5,10.4,0,0,0,0.9,0.9,0.12,0.1,0.1,10,3.2,135,4,9,59,69,20,4,1,25,3,75,71,232,91,2,3,1,5,106,30,28,793,91,84,45,53,84.9,15,1,0,4,2,50,0,1,0,4,5,3,1,2,0,0,0,0,11,11,17,39.3,91,87,4,0,0,0,1,0,0,0,0,0,66,0
Pepín,Monza,1,"MF,FW",0,7,2.64,5,0,0,1,0,0,0,0,0,0,0,0,6,1,1,4,1,2,3,50,2,5,2,0,6,6,0,5,0,0,1.87,0,0,,26.2,2,0,0,0.2,0.2,0.03,-0.2,-0.2,6,2.7,177,7,28,87,62,2,4,1,25,1,25,109,423,162,1,3,0,1,123,12,26,1961,143,462,54,61,88.5,45,1,0,13,18,55.6,2,0,0,2,6,0,4,0,1,0,0,0,15,0,2,0,143,134,7,2,2,1,4,2,3,0,3,0,113,2
Papu Gómez,Monza,0,"MF,FW",0,5,10.98,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,0.5,21,0,1,5,15,1,0,0,,0,,13,121,77,2,2,1,0,11,1,35,180,19,96,6,6,100,4,2,0,3,7,14.3,0,0,0,0,0,0,5,1,0,0,0,0,3,0,0,,19,13,5,1,1,0,5,0,4,1,2,0,11,1
Giulio Donati,Monza,0,DF,0,4,10,4,0,0,0,0,2.5,1,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,1,1,100,2.5,2.5,0,0,27.3,0,0,0,0,0,0.02,0,0,3,0.4,51,0,11,25,15,1,0,0,,0,,30,120,58,0,2,0,0,39,5,33,656,46,213,18,21,85.7,18,1,1,3,3,66.7,2,0,0,1,0,0,4,0,0,0,0,0,2,0,2,0,46,40,6,1,0,0,4,5,0,0,0,0,38,0
Franco Carboni,Monza,,MF,,,,,,,,,,,,,,,,,0,,,,,,,,,,1,0,,0,0,0,,0,0,,,,,0,0,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,0,0,0,0,1,0,2,1,0,,,0,,,,,,,,,,,2,,,,,,,
Giorgio Cittadini,Monza,0,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,100,0,1,1,0,1,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,1,0.2,8,2,3,4,1,0,0,0,,0,,5,41,18,1,0,0,0,5,1,21,94,6,39,1,2,50,3,0,0,1,1,100,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,,6,5,1,1,0,0,0,0,0,0,0,0,5,0
Andrea Ferraris,Monza,0,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,0,0,0,0,1,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,0.1,5,0,1,2,2,0,0,0,,0,,3,11,9,0,0,0,0,3,0,20,60,4,9,2,2,100,2,1,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,3,1,0,0,0,0,1,0,0,0,0,4,0
