Player Name,Club Name,Country,Position,Age,90s,YellowCards,RedCards,2ndYellowCard,FoulsCommited,FoulsDrawn,Offsides,Crosses,Interceptions,TacklesWon,PenaltyKicksWon,PenaltyKicksConceeded,OwnGoals,BallsRecovered,AerialDuelWon,AerialDuelLost,AerialDuelWinningPercentage,Recov
Mamadou Sakho,Montpellier,FRA,DF,33,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,50.0,Matches
Antonio Sivera,Alavés,ESP,GK,26,35.0,3,0,0,0,2,0,0,0,0,0,0,0,23,7,1,87.5,Matches
Ander Guevara,Alavés,ESP,MF,26,34.8,7,0,0,52,32,0,8,14,34,1,0,0,218,45,41,52.3,Matches
Andoni Gorosabel,Alavés,ESP,DF,26,31.8,6,0,0,29,41,0,84,28,43,1,1,0,164,25,57,30.5,Matches
Jon Guridi,Alavés,ESP,MF,28,30.0,2,0,0,22,30,2,21,23,24,0,0,0,131,45,47,48.9,Matches
Luis Rioja,Alavés,ESP,"FW,MF",29,28.9,4,0,0,23,18,10,185,16,20,1,0,0,128,10,23,30.3,Matches
Rafa Marín ,Alavés,ESP,DF,21,28.3,8,0,0,31,16,0,1,33,21,0,0,1,117,56,43,56.6,Matches
Antonio Blanco,Alavés,ESP,MF,23,28.2,6,1,0,37,42,0,15,36,38,0,0,0,160,21,18,53.8,Matches
Javi López,Alavés,ESP,DF,21,27.7,3,0,0,26,29,2,108,11,12,0,1,0,123,28,22,56.0,Matches
Abdel Abqar,Alavés,MAR,DF,24,25.7,10,0,0,33,23,1,2,23,19,0,2,1,109,39,36,52.0,Matches
Rubén Duarte,Alavés,ESP,DF,27,24.5,8,0,0,36,32,0,77,26,24,0,0,0,93,27,26,50.9,Matches
Samu Omorodion,Alavés,ESP,FW,19,22.3,6,0,0,30,30,16,2,1,3,1,0,0,46,59,89,39.9,Matches
Alex Sola,Alavés,ESP,"FW,MF",24,17.6,3,0,0,12,36,11,95,13,24,0,1,0,79,16,18,47.1,Matches
Kiké,Alavés,ESP,"FW,MF",33,17.0,3,0,0,26,38,7,11,1,4,2,0,0,52,50,63,44.2,Matches
Nahuel Tenaglia,Alavés,ARG,DF,27,16.5,6,0,0,16,18,2,21,16,26,0,0,0,47,25,18,58.1,Matches
Carlos Benavídez,Alavés,URU,MF,25,15.6,6,0,0,49,13,1,5,26,45,0,2,0,72,35,30,53.8,Matches
Carlos Vicente,Alavés,ESP,FW,24,13.4,1,0,0,19,26,9,101,5,6,0,0,0,47,22,26,45.8,Matches
Ianis Hagi,Alavés,ROU,"MF,FW",24,11.2,3,0,0,16,21,2,60,6,16,0,0,0,33,13,11,54.2,Matches
Aleksandar Sedlar,Alavés,SRB,DF,31,10.5,2,0,0,14,4,1,0,13,10,0,1,0,49,17,18,48.6,Matches
Abderrahman Rebbach,Alavés,ALG,"FW,MF",24,9.1,1,0,0,15,11,5,70,4,8,0,0,0,31,7,13,35.0,Matches
Giuliano Simeone,Alavés,ARG,FW,20,8.0,1,0,0,14,8,5,14,5,6,1,0,0,37,2,10,16.7,Matches
Jesús Owono,Alavés,EQG,GK,22,7.0,1,0,0,0,1,0,0,0,0,0,0,0,11,2,0,100.0,Matches
Xeber,Alavés,ESP,"FW,MF",26,6.2,2,0,0,13,3,1,17,6,8,0,0,0,19,2,5,28.6,Matches
Joaquín Panichelli,Alavés,ARG,"FW,MF",20,2.5,0,0,0,8,4,1,0,1,3,0,0,0,10,17,5,77.3,Matches
Nikola Maraš,Alavés,SRB,DF,27,2.2,0,0,0,4,0,0,0,2,1,,,0,,,,,Matches
Victor Parada,Alavés,ESP,"FW,MF",21,2.0,0,0,0,3,1,0,5,3,2,0,0,0,0,0,0,,Matches
Jon Karrikaburu,Alavés,ESP,"MF,FW",20,2.0,0,0,0,3,2,2,1,1,5,0,0,0,2,0,0,,Matches
Selu Diallo,Alavés,ESP,MF,19,1.1,0,0,0,1,1,0,0,1,2,,,0,,,,,Matches
Unai Ropero,Alavés,ESP,MF,21,0.9,0,0,0,3,2,0,8,0,1,0,0,0,0,0,0,,Matches
Miguel,Alavés,ESP,"FW,MF",23,0.7,0,0,0,2,3,0,0,0,0,0,0,0,3,1,2,33.3,Matches
Tomás Mendes,Alavés,ESP,MF,18,0.6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
Mamadou Sylla,Alavés,SEN,"FW,MF",29,0.2,0,0,0,1,2,0,0,0,0,0,0,0,1,3,3,50.0,Matches
Eneko Ortiz,Alavés,ESP,DF,20,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Matches
José de León,Alavés,DOM,MF,19,0.0,0,0,0,0,0,0,0,0,0,,,0,,,,,Matches
Max Kilman,Wolves,ENG,DF,26,44.2,8,0,0,40,19,2,7,45,23,0,1,0,177,86,36,70.5,Matches
José Sá,Wolves,POR,GK,30,39.1,2,0,0,0,10,0,0,0,0,0,0,0,29,10,0,100.0,Matches
Nélson Semedo,Wolves,POR,"DF,MF",29,38.6,11,1,0,49,31,2,83,38,51,0,2,0,188,22,27,44.9,Matches
Toti Gomes,Wolves,POR,DF,24,37.8,7,0,0,42,15,2,14,35,27,0,0,0,136,56,30,65.1,Matches
Mario Lemina,Wolves,GAB,MF,29,36.2,12,1,1,46,27,8,17,44,60,0,0,0,199,35,41,46.1,Matches
João Gomes,Wolves,BRA,MF,22,31.7,11,1,0,73,41,1,30,20,80,0,2,0,183,18,25,41.9,Matches
Matheus Cunha,Wolves,BRA,"FW,MF",24,30.6,10,0,0,32,51,5,24,13,18,1,0,0,114,16,47,25.4,Matches
Rayan Aït-Nouri,Wolves,ALG,"DF,MF",22,29.5,8,0,0,30,61,10,48,18,47,1,1,0,136,21,25,45.7,Matches
Craig Dawson,Wolves,ENG,DF,33,25.7,7,0,0,22,15,4,1,17,20,0,0,0,100,63,32,66.3,Matches
Hwang Hee-chan,Wolves,KOR,"FW,MF",27,24.9,7,0,0,32,34,18,13,11,10,1,1,0,75,7,44,13.7,Matches
Pablo Sarabia,Wolves,ESP,"MF,FW",31,24.0,7,0,0,24,29,9,154,14,16,0,0,0,90,7,21,25.0,Matches
Tommy Doyle,Wolves,ENG,MF,21,19.5,2,0,0,11,6,0,43,16,21,0,0,0,93,0,4,0.0,Matches
Pedro Neto,Wolves,POR,"FW,MF",23,19.2,5,0,0,16,22,2,122,6,3,1,0,0,79,4,18,18.2,Matches
Matt Doherty,Wolves,IRL,"DF,MF",31,18.7,2,0,0,15,12,6,19,12,22,0,0,0,65,38,33,53.5,Matches
Santiago Bueno,Wolves,URU,DF,24,14.5,2,0,0,15,5,0,2,8,9,0,0,0,30,15,26,36.6,Matches
Jean-Ricner Bellegarde,Wolves,FRA,"MF,FW",25,14.0,0,1,0,13,28,2,33,9,10,0,0,0,41,8,26,23.5,Matches
Boubacar Traoré,Wolves,MLI,MF,21,11.3,5,0,0,28,6,1,6,7,28,0,0,0,62,6,16,27.3,Matches
Hugo Bueno,Wolves,ESP,"DF,MF",20,9.4,1,0,0,7,8,1,32,7,15,0,0,1,37,9,12,42.9,Matches
Daniel Bentley,Wolves,ENG,GK,30,6.3,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,100.0,Matches
Fábio Silva,Wolves,POR,FW,21,4.2,2,0,0,12,6,8,2,3,4,0,1,0,15,2,5,28.6,Matches
Nathan Fraser,Wolves,IRL,FW,18,3.9,1,0,0,5,4,1,0,2,2,0,0,0,8,3,9,25.0,Matches
Sasa Kalajdzic,Wolves,AUT,FW,26,3.2,1,0,0,6,5,2,1,2,3,0,0,0,4,8,4,66.7,Matches
Leon Chiwome,Wolves,ENG,FW,17,2.3,0,0,0,2,3,3,0,0,1,0,0,0,5,2,6,25.0,Matches
Jonny Castro,Wolves,ESP,MF,29,2.1,0,0,0,3,4,0,0,3,1,0,0,0,0,0,0,,Matches
Matheus Nunes,Wolves,POR,MF,24,2.0,2,1,1,1,7,3,3,6,1,0,0,0,10,2,1,66.7,Matches
Tawanda Chirewa,Wolves,ZIM,"MF,FW",19,1.8,1,0,0,5,2,1,4,1,3,0,0,0,3,1,3,25.0,Matches
Joseph Hodge,Wolves,IRL,MF,20,1.4,0,0,0,1,0,0,0,1,1,,,0,,,,,Matches
Harvey Griffiths,Wolves,ENG,MF,19,0.4,0,0,0,1,1,0,1,0,0,,,0,,,,,Matches
Alfie Pond,Wolves,ENG,DF,19,0.1,0,0,0,0,0,0,0,0,0,,,0,,,,,Matches
Enso Gonzalez,Wolves,PAR,"MF,DF",18,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Matches
Sergio Herrera,Osasuna,ESP,GK,30,32.9,2,0,0,0,7,0,0,0,2,0,0,0,26,10,0,100.0,Matches
Jesús Areso,Osasuna,ESP,DF,24,31.9,3,0,0,32,22,4,118,21,25,0,0,0,130,28,21,57.1,Matches
Catena,Osasuna,ESP,DF,28,29.8,9,2,0,51,15,1,0,18,18,0,1,0,129,59,30,66.3,Matches
Ante Budimir,Osasuna,CRO,FW,32,29.3,5,0,0,43,28,27,12,5,16,3,0,0,55,158,124,56.0,Matches
David García,Osasuna,ESP,DF,29,29.3,6,0,0,39,15,1,3,22,21,0,1,0,129,93,35,72.7,Matches
Aimar Oroz,Osasuna,ESP,MF,21,28.4,3,0,0,42,54,2,12,17,30,0,0,0,144,19,39,32.8,Matches
Rubén Peña,Osasuna,ESP,"DF,FW",32,25.0,3,0,0,33,24,7,116,32,31,0,0,0,134,14,42,25.0,Matches
Johan Mojica,Osasuna,COL,DF,30,23.5,1,0,0,22,18,0,119,21,22,0,0,0,168,15,14,51.7,Matches
Moi Gómez,Osasuna,ESP,"MF,FW",29,23.2,3,0,0,32,31,3,53,11,23,0,0,0,118,13,18,41.9,Matches
Lucas Torró,Osasuna,ESP,MF,29,21.9,6,0,0,50,17,0,3,36,18,0,0,0,115,71,41,63.4,Matches
Juan Cruz Armada,Osasuna,ESP,DF,31,21.8,3,0,0,20,6,1,27,15,18,0,0,0,89,21,17,55.3,Matches
Jon Moncayola,Osasuna,ESP,MF,25,21.4,2,1,0,29,8,0,98,15,21,0,0,0,98,16,14,53.3,Matches
Iker Muñoz,Osasuna,ESP,MF,20,21.4,6,0,0,38,58,0,13,11,18,0,0,0,100,56,37,60.2,Matches
Jorge Herrando,Osasuna,ESP,DF,22,19.6,4,0,0,27,10,0,1,17,22,0,0,0,49,26,25,51.0,Matches
Rubén García,Osasuna,ESP,"FW,MF",30,18.5,1,0,0,24,28,6,118,13,20,0,0,0,86,30,36,45.5,Matches
Raúl,Osasuna,ESP,FW,22,16.4,4,0,0,14,13,9,7,5,4,0,0,0,28,50,69,42.0,Matches
Pablo Ibáñez,Osasuna,ESP,MF,24,14.0,5,0,0,28,18,2,14,10,13,1,0,0,74,36,38,48.6,Matches
José Arnaiz,Osasuna,ESP,"FW,MF",28,12.4,4,0,0,10,24,4,61,3,10,0,0,0,39,11,14,44.0,Matches
Ezequiel Ávila,Osasuna,ARG,"FW,MF",29,9.6,3,2,0,8,20,4,79,4,2,0,0,0,37,10,20,33.3,Matches
Aitor Fernández,Osasuna,ESP,GK,32,8.5,3,0,0,1,0,0,0,0,0,0,0,0,11,0,1,0.0,Matches
Unai García,Osasuna,ESP,DF,31,6.2,6,1,1,9,1,0,5,8,9,0,0,0,21,4,7,36.4,Matches
Kike Barja,Osasuna,ESP,"FW,MF",26,4.4,3,0,0,8,6,2,38,3,4,0,0,0,16,3,5,37.5,Matches
Nacho Vidal,Osasuna,ESP,"DF,FW",28,1.8,0,0,0,1,1,0,2,0,4,0,0,0,3,2,4,33.3,Matches
Darko Brašanac,Osasuna,SRB,MF,31,1.4,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,50.0,Matches
Iñigo Arguibide,Osasuna,ESP,DF,18,0.2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
Jorge Moreno,Osasuna,ESP,DF,22,0.2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,50.0,Matches
Asier Osambela,Osasuna,ESP,MF,19,0.1,0,0,0,1,0,0,0,0,1,0,0,0,1,2,2,50.0,Matches
Xabier Huarte Armendáriz,Osasuna,ESP,MF,22,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Max Svensson,Osasuna,ESP,FW,,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
Matteo Pessina,Monza,ITA,MF,26,36.8,5,1,1,32,46,1,19,28,28,0,1,0,188,32,33,49.2,Matches
Michele Di Gregorio,Monza,ITA,GK,26,32.9,0,0,0,1,4,0,0,1,0,0,0,0,33,6,1,85.7,Matches
Andrea Colpani,Monza,ITA,"MF,FW",24,30.3,1,0,0,25,47,2,115,16,15,0,0,0,86,9,25,26.5,Matches
Pablo Marí,Monza,ESP,DF,29,29.9,8,0,0,39,9,0,4,38,25,0,1,0,98,41,20,67.2,Matches
Roberto Gagliardini,Monza,ITA,"MF,DF",29,27.2,5,0,0,26,21,1,8,32,31,0,1,0,140,46,36,56.1,Matches
Luca Caldirola,Monza,ITA,DF,32,24.8,7,1,1,24,17,1,4,31,15,0,1,0,58,30,23,56.6,Matches
Dany Mota,Monza,POR,"FW,MF",25,23.8,3,0,0,23,28,7,90,2,7,2,0,0,72,40,48,45.5,Matches
Samuele Birindelli,Monza,ITA,DF,24,22.4,7,0,0,30,32,1,54,18,19,0,0,0,77,8,6,57.1,Matches
Giorgos Kyriakopoulos,Monza,GRE,DF,27,19.7,3,0,0,16,14,4,88,13,10,0,1,0,71,12,20,37.5,Matches
Patrick Ciurria,Monza,ITA,"DF,MF",28,18.8,2,0,0,30,16,4,54,10,19,0,1,0,56,7,9,43.8,Matches
Armando Izzo,Monza,ITA,DF,31,18.6,9,0,0,32,26,1,3,27,17,0,0,0,81,19,20,48.7,Matches
Danilo D'Ambrosio,Monza,ITA,DF,34,17.8,5,1,1,20,14,2,8,14,35,0,1,0,77,27,20,57.4,Matches
Andrea Carboni,Monza,ITA,DF,22,16.7,1,0,0,13,5,1,22,17,23,0,0,0,56,21,17,55.3,Matches
Warren Bondo,Monza,FRA,MF,19,16.4,9,0,0,31,19,0,2,6,22,0,1,0,70,10,7,58.8,Matches
Lorenzo Colombo,Monza,ITA,FW,21,15.1,3,0,0,25,24,6,2,0,12,0,0,0,35,19,64,22.9,Matches
Milan Đurić,Monza,BIH,FW,33,14.0,2,0,0,23,26,1,1,0,5,0,0,0,29,86,40,68.3,Matches
Valentin Carboni,Monza,ARG,"MF,FW",18,13.2,2,0,0,22,20,3,17,7,15,0,0,0,60,4,13,23.5,Matches
Pedro Pereira,Monza,POR,DF,25,9.3,3,0,0,11,3,1,37,4,13,0,0,0,41,5,6,45.5,Matches
Jean-Daniel Akpa-Akpro,Monza,CIV,MF,30,7.8,5,0,0,15,5,0,1,12,11,0,1,0,29,5,7,41.7,Matches
Alessio Zerbin,Monza,ITA,"DF,FW",24,7.6,2,1,1,18,13,0,31,3,10,0,0,0,40,2,10,16.7,Matches
Alessandro Sorrentino,Monza,ITA,GK,21,6.1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,,Matches
Samuele Vignato,Monza,ITA,"MF,FW",19,4.2,2,0,0,4,4,1,12,1,4,0,0,0,13,1,5,16.7,Matches
Gianluca Caprari,Monza,ITA,"MF,FW",30,3.8,0,0,0,3,5,3,9,2,2,0,0,0,11,0,5,0.0,Matches
Daniel Maldini,Monza,ITA,"MF,FW",21,3.7,0,0,0,3,5,2,9,2,2,0,0,0,11,1,5,16.7,Matches
Mirko Marić,Monza,CRO,FW,28,3.2,0,1,0,4,5,3,1,2,0,0,0,0,11,11,17,39.3,Matches
Pepín,Monza,EQG,"MF,FW",26,2.7,2,0,0,2,6,0,4,0,1,0,0,0,15,0,2,0.0,Matches
Papu Gómez,Monza,ARG,"MF,FW",35,0.5,0,0,0,0,0,0,5,1,0,0,0,0,3,0,0,,Matches
Giulio Donati,Monza,ITA,DF,33,0.4,2,0,0,1,0,0,4,0,0,0,0,0,2,0,2,0.0,Matches
Franco Carboni,Monza,ITA,MF,20,0.4,0,0,0,0,1,0,2,1,0,,,0,,,,,Matches
Giorgio Cittadini,Monza,ITA,DF,21,0.2,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,,Matches
Andrea Ferraris,Monza,ITA,MF,20,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,Matches
Davide Bettella,Monza,ITA,MF,23,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Ermedin Demirović,Augsburg,BIH,"FW,MF",25,32.6,7,0,0,60,35,16,10,11,14,1,0,0,107,51,89,36.4,Matches
Ohis Felix Uduokhai,Augsburg,GER,DF,25,32.5,5,1,1,29,23,0,3,46,21,1,0,1,150,111,68,62.0,Matches
Finn Dahmen,Augsburg,GER,GK,25,32.0,4,0,0,2,4,0,0,0,0,0,2,1,64,6,3,66.7,Matches
Jeffrey Gouweleeuw,Augsburg,NED,DF,32,28.8,7,0,0,25,9,4,18,35,23,0,0,0,156,52,39,57.1,Matches
Phillip Tietz,Augsburg,GER,FW,26,26.8,1,0,0,43,17,16,7,6,14,0,0,0,88,105,125,45.7,Matches
Ruben Vargas,Augsburg,SUI,"MF,FW",24,22.8,3,0,0,34,28,18,68,8,10,1,1,0,84,21,32,39.6,Matches
Kevin Mbabu,Augsburg,SUI,DF,28,22.7,5,0,0,45,26,2,101,24,39,0,0,0,119,26,15,63.4,Matches
Elvis Rexhbeçaj,Augsburg,GER,MF,25,22.4,4,0,0,20,42,2,21,20,19,0,0,0,125,27,26,50.9,Matches
Mads Pedersen,Augsburg,DEN,DF,26,20.3,6,1,0,35,27,2,53,20,39,0,0,0,100,10,23,30.3,Matches
Iago,Augsburg,BRA,DF,26,18.0,4,0,0,14,23,4,44,18,17,0,2,0,117,20,18,52.6,Matches
Arne Engels,Augsburg,BEL,"MF,DF",19,16.6,1,1,0,26,16,1,87,18,19,2,0,0,61,12,19,38.7,Matches
Niklas Dorsch,Augsburg,GER,MF,25,16.1,5,0,0,19,28,0,4,16,25,0,2,0,113,9,18,33.3,Matches
Fredrik Jensen,Augsburg,FIN,"MF,FW",25,14.9,1,0,0,14,2,5,91,12,11,0,1,0,60,24,21,53.3,Matches
Arne Maier,Augsburg,GER,MF,24,11.8,0,0,0,4,4,0,87,6,10,0,1,0,58,6,4,60.0,Matches
Kristijan Jakić,Augsburg,CRO,MF,26,11.7,4,0,0,18,17,0,6,20,14,0,0,0,79,13,12,52.0,Matches
Maximilian Bauer,Augsburg,GER,DF,23,9.0,3,0,0,13,11,0,1,11,12,0,0,0,27,17,17,50.0,Matches
Tim Breithaupt,Augsburg,GER,MF,21,8.0,3,0,0,13,6,0,2,10,11,0,0,0,48,11,7,61.1,Matches
Sven Michel,Augsburg,GER,"FW,MF",33,7.3,2,0,0,12,5,5,11,0,5,0,0,0,22,18,30,37.5,Matches
Dion Drena Beljo,Augsburg,CRO,"FW,MF",21,6.8,2,0,0,9,7,6,3,1,0,0,0,0,12,18,15,54.5,Matches
Patric Pfeiffer,Augsburg,GER,DF,23,6.7,0,0,0,9,5,0,1,13,7,0,1,0,27,20,12,62.5,Matches
Robert Gumny,Augsburg,POL,DF,25,5.3,3,0,0,7,5,0,8,7,5,0,0,0,22,3,2,60.0,Matches
Pep Biel,Augsburg,ESP,"MF,FW",26,3.2,1,0,0,8,0,0,14,2,3,0,0,0,19,3,3,50.0,Matches
Tomáš Koubek,Augsburg,CZE,GK,30,3.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,Matches
Mergim Berisha,Augsburg,GER,FW,25,1.5,0,0,0,0,3,1,1,0,0,0,0,0,1,2,1,66.7,Matches
Mert Kömür,Augsburg,GER,"MF,DF",18,1.3,0,0,0,2,2,0,1,0,3,0,0,0,3,0,1,0.0,Matches
Frederik Winther,Augsburg,DEN,DF,22,1.0,0,0,0,2,0,0,0,2,0,,,0,,,,,Matches
Irvin Cardona,Augsburg,FRA,"MF,DF",25,0.6,1,0,0,1,0,0,6,0,1,0,0,0,1,1,2,33.3,Matches
David Čolina,Augsburg,CRO,DF,23,0.5,0,0,0,0,0,0,2,1,0,,,0,,,,,Matches
Masaya Okugawa,Augsburg,JPN,"FW,DF",27,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
Nathanael Mbuku,Augsburg,FRA,FW,21,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Mahmut Kücüksahin,Augsburg,,MF,19,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Lucas Perrin,Strasbourg,FRA,DF,24,33.6,3,0,0,38,29,1,6,30,33,1,2,1,134,48,34,58.5,Matches
Frederic Guilbert,Strasbourg,FRA,"DF,MF",28,30.7,4,0,0,39,15,2,91,77,52,0,0,0,136,23,41,35.9,Matches
Habib Diarra,Strasbourg,SEN,"MF,FW",19,29.1,3,0,0,43,45,2,25,19,25,0,0,0,112,14,25,35.9,Matches
Dilane Bakwa,Strasbourg,FRA,"FW,MF",20,27.4,4,1,0,36,82,3,183,20,26,0,0,0,114,12,22,35.3,Matches
Marvin Senaya,Strasbourg,TOG,"DF,MF",22,26.0,5,1,1,39,54,0,86,44,58,0,1,0,83,41,28,59.4,Matches
Thomas Delaine,Strasbourg,FRA,"DF,MF",31,25.0,5,0,0,43,22,1,110,19,22,0,1,0,77,17,17,50.0,Matches
Emanuel Emegha,Strasbourg,NED,FW,20,25.0,4,0,0,31,29,13,1,3,7,1,0,0,41,33,66,33.3,Matches
Abakar Sylla,Strasbourg,CIV,DF,20,22.9,4,0,0,30,5,1,3,30,25,0,0,1,124,32,21,60.4,Matches
Ibrahima Sissoko,Strasbourg,MLI,MF,25,22.5,9,0,0,51,15,0,2,21,38,0,0,0,108,29,20,59.2,Matches
Ismaël Doukouré,Strasbourg,FRA,"MF,DF",20,20.0,5,0,0,20,12,0,0,19,17,0,0,1,100,14,17,45.2,Matches
Alaa Bellaarouch,Strasbourg,MAR,GK,21,19.3,2,0,0,1,3,0,0,1,0,0,0,0,18,4,0,100.0,Matches
Matz Sels,Strasbourg,BEL,GK,31,19.0,2,0,0,0,3,0,0,0,0,0,0,0,13,4,0,100.0,Matches
Junior Mwanga,Strasbourg,FRA,"MF,FW",20,18.9,4,0,0,25,26,1,4,20,22,0,1,0,78,12,9,57.1,Matches
Kévin Gameiro,Strasbourg,FRA,"FW,MF",36,16.7,0,0,0,4,8,3,13,3,10,0,0,0,48,4,12,25.0,Matches
Ângelo Borges,Strasbourg,BRA,"FW,MF",18,15.1,1,0,0,13,26,3,54,9,13,1,0,0,82,2,7,22.2,Matches
Gerzino Nyamsi,Strasbourg,FRA,DF,26,12.1,1,0,0,13,0,0,1,10,14,0,0,0,75,20,11,64.5,Matches
Saidou Sow,Strasbourg,GUI,DF,21,9.4,2,0,0,8,10,0,1,12,12,0,0,0,39,14,8,63.6,Matches
Andrey Santos,Strasbourg,BRA,MF,19,9.2,4,0,0,10,24,1,3,10,18,0,0,0,61,12,9,57.1,Matches
Jessy Deminguet,Strasbourg,FRA,"MF,FW",25,9.0,1,0,0,17,12,1,18,9,11,0,0,0,40,6,6,50.0,Matches
Dion Moise Sahi,Strasbourg,CIV,"MF,FW",21,8.8,0,0,0,12,4,3,6,1,6,0,0,0,20,5,7,41.7,Matches
Lebo Mothiba,Strasbourg,RSA,FW,27,6.9,0,0,0,13,11,4,1,0,2,0,0,0,12,22,29,43.1,Matches
Jérémy Sebas,Strasbourg,MTQ,"FW,MF",20,4.7,0,0,0,5,4,0,4,1,1,1,0,0,12,3,7,30.0,Matches
Jean-Ricner Bellegarde,Strasbourg,FRA,"MF,FW",25,3.0,2,0,0,3,8,0,8,4,3,0,0,0,19,0,5,0.0,Matches
Rabby Nzingoula,Strasbourg,CGO,"MF,FW",17,1.9,1,0,0,6,3,0,3,5,3,0,0,0,9,2,4,33.3,Matches
Aboubacar Ali,Strasbourg,FRA,"MF,FW",17,1.4,0,0,0,4,1,0,6,1,0,0,0,0,5,1,5,16.7,Matches
Eduard Sobol,Strasbourg,UKR,DF,28,1.3,0,0,0,1,1,0,3,2,4,0,0,0,1,0,0,,Matches
Steven Baseya,Strasbourg,FRA,DF,18,1.1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0.0,Matches
Sanjin Prcić,Strasbourg,BIH,MF,29,1.0,0,0,0,0,1,0,0,3,0,0,0,0,5,0,0,,Matches
Mohamed Bechikh,Strasbourg,FRA,"FW,MF",18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Samir El Mourabet,Strasbourg,FRA,FW,17,0.2,0,0,0,0,0,0,0,0,0,,,0,,,,,Matches
Patrick Ouotro,Strasbourg,CIV,FW,17,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
David Soria,Getafe,ESP,GK,30,39.9,3,0,0,1,2,0,0,0,0,0,1,0,52,3,0,100.0,Matches
Nemanja Maksimović,Getafe,SRB,MF,28,38.2,4,0,0,20,13,1,6,48,46,0,1,0,140,70,61,53.4,Matches
Mason Greenwood,Getafe,ENG,"MF,FW",21,32.2,6,1,0,42,47,3,121,4,7,1,0,0,120,5,20,20.0,Matches
Diego Rico,Getafe,ESP,DF,30,30.2,10,0,0,34,57,2,138,46,50,0,0,0,164,29,20,59.2,Matches
Gastón Álvarez,Getafe,URU,DF,23,29.9,8,0,0,45,11,2,25,37,42,0,0,0,132,51,30,63.0,Matches
Djené,Getafe,TOG,"DF,MF",31,28.6,14,1,1,51,39,1,30,23,21,0,1,0,175,37,29,56.1,Matches
Omar Alderete,Getafe,PAR,DF,26,27.3,8,1,0,37,13,3,7,18,25,0,0,0,107,55,45,55.0,Matches
Luis Milla,Getafe,ESP,MF,28,26.5,6,0,0,47,33,1,114,38,36,0,0,0,174,28,25,52.8,Matches
Borja Mayoral,Getafe,ESP,FW,26,26.3,2,0,0,34,35,15,22,4,5,1,0,0,69,48,71,40.3,Matches
Jaime Mata,Getafe,ESP,"FW,MF",34,21.8,11,1,1,68,30,34,44,17,15,0,0,0,58,49,65,43.0,Matches
Juanmi Latasa,Getafe,ESP,FW,22,19.9,7,1,1,73,45,7,4,4,8,1,1,0,31,143,125,53.4,Matches
Iglesias,Getafe,ESP,"DF,FW",25,18.5,4,0,0,17,10,1,76,20,29,0,0,0,71,12,10,54.5,Matches
Damián Suárez,Getafe,URU,DF,35,15.4,7,1,0,24,14,0,49,10,24,0,1,0,77,9,9,50.0,Matches
Carmona,Getafe,ESP,"DF,MF",21,15.3,8,0,0,37,24,3,30,22,24,0,0,0,71,18,20,47.4,Matches
Óscar Rodríguez Arnaiz,Getafe,ESP,"MF,FW",25,13.4,10,0,0,22,18,1,21,5,16,0,0,0,48,10,27,27.0,Matches
Carles Aleñá,Getafe,ESP,MF,25,13.3,7,0,0,24,20,3,43,4,11,0,0,0,53,11,19,36.7,Matches
Domingos Duarte,Getafe,POR,DF,28,12.1,6,2,1,10,10,0,1,9,7,0,0,0,45,14,10,58.3,Matches
Stefan Mitrović,Getafe,SRB,DF,33,9.2,4,0,0,16,3,0,1,6,6,0,1,0,27,11,20,35.5,Matches
Jordi,Getafe,ESP,"MF,DF",22,8.4,2,0,0,23,8,1,34,10,15,0,1,0,36,11,21,34.4,Matches
Jesús Santiago,Getafe,ESP,MF,19,7.3,4,0,0,17,11,0,4,0,8,0,0,0,29,6,7,46.2,Matches
Ilaix Moriba,Getafe,GUI,"MF,FW",20,6.7,5,1,1,19,23,1,2,4,11,0,0,0,22,10,14,41.7,Matches
Mauro Arambarri,Getafe,URU,MF,27,3.8,2,0,0,18,3,0,6,2,2,0,0,0,27,5,8,38.5,Matches
