Player Name,Club Name,Touches,Position,Miscontrols,Receiving,Touches,TouchesInDefensivePenaltyArea,TouchesInDefensive1/3rd,TouchesInMid1/3rd,TouchesInAtt1/3rd,TouchesInAttackingPenaltyArea,TakeOnsAttempted,SucessfulTakeOns,SucessfulTakeOns%,TimesTackledByADefDuringTakeOn,TimesTackledByADefDuringTakeOn%,NumberOfCarries,DistanceTravelledInCarries(Yards),DistanceTravelledInCarries(Yards)TowardsOpponentGoal,CarriesThatReachesCloseToOpponentGoal(DistTravelled>10Yards),CarriesInFinalThird,CarriesInPenaltyArea,PassesRecieved,DisPossesed,ProgressivePassesRecieved
Mamadou Sylla,Alavés,13,"FW,MF",1,0.2,13,1,3,6,4,0,1,0,0,1,100,6,25,10,0,0,0,1,8,1
Eneko Ortiz,Alavés,4,DF,0,0.2,4,0,0,2,2,0,0,0,,0,,2,22,17,1,1,0,0,2,1
José de León,Alavés,,MF,,0,,,,,,,,,,,,,,,,,,,,
Max Kilman,Wolves,2706,DF,8,44.2,2706,451,1478,1110,133,30,16,10,62.5,3,18.8,1582,7276,4107,22,17,1,10,1877,5
José Sá,Wolves,1198,GK,1,39.1,1198,1049,1189,8,1,0,3,3,100,0,0,677,4662,3131,0,1,1,1,481,0
Nélson Semedo,Wolves,2232,"DF,MF",57,38.6,2232,136,742,993,528,37,90,51,56.7,29,32.2,1237,7650,4324,103,63,14,36,1376,150
Toti Gomes,Wolves,2109,DF,17,37.8,2109,188,1020,927,169,22,31,23,74.2,5,16.1,1113,4427,2325,22,16,2,6,1394,11
Mario Lemina,Wolves,1817,MF,33,36.2,1817,130,557,980,308,51,46,25,54.3,19,41.3,933,4903,2281,32,31,3,22,1203,49
João Gomes,Wolves,1626,MF,42,31.7,1626,66,433,859,352,35,55,26,47.3,23,41.8,804,3929,1772,28,22,6,44,1010,44
Matheus Cunha,Wolves,1219,"FW,MF",80,30.6,1220,30,170,610,474,121,140,64,45.7,61,43.6,719,5683,3203,107,79,38,53,884,139
Rayan Aït-Nouri,Wolves,1522,"DF,MF",51,29.5,1522,56,406,698,446,49,115,62,53.9,39,33.9,868,4904,2435,67,48,8,56,1007,99
Craig Dawson,Wolves,1529,DF,5,25.7,1529,292,889,592,54,34,3,3,100,0,0,896,4227,1932,1,7,0,2,997,4
Hwang Hee-chan,Wolves,776,"FW,MF",55,24.9,777,13,100,345,344,103,69,36,52.2,30,43.5,478,2586,999,37,21,24,31,564,120
Pablo Sarabia,Wolves,1170,"MF,FW",41,24,1172,13,137,552,495,55,43,17,39.5,22,51.2,687,3304,1501,41,52,9,23,822,137
Tommy Doyle,Wolves,1061,MF,7,19.5,1061,40,265,620,182,6,3,1,33.3,1,33.3,637,3091,1408,21,17,2,7,766,17
Pedro Neto,Wolves,904,"FW,MF",44,19.2,904,4,63,358,505,83,88,37,42,42,47.7,581,4915,2615,98,65,42,20,683,149
Matt Doherty,Wolves,811,"DF,MF",17,18.7,811,60,274,336,205,31,14,6,42.9,7,50,325,1293,597,12,8,3,6,481,64
Santiago Bueno,Wolves,566,DF,1,14.5,566,77,301,250,18,1,1,1,100,0,0,330,1726,988,3,5,0,2,400,2
Jean-Ricner Bellegarde,Wolves,478,"MF,FW",25,14,478,25,86,201,199,30,39,17,43.6,17,43.6,268,1850,880,30,28,5,19,302,49
Boubacar Traoré,Wolves,556,MF,13,11.3,556,17,128,346,89,3,15,10,66.7,4,26.7,283,1417,567,9,14,1,17,363,15
Hugo Bueno,Wolves,517,"DF,MF",7,9.4,517,33,180,208,130,9,23,8,34.8,11,47.8,266,1575,785,22,9,2,14,306,40
Daniel Bentley,Wolves,151,GK,0,6.3,151,120,149,2,0,0,0,0,,0,,66,318,181,0,0,0,0,76,0
Fábio Silva,Wolves,118,FW,12,4.2,118,4,24,55,44,12,8,2,25,5,62.5,66,437,186,5,5,1,4,69,13
Nathan Fraser,Wolves,62,FW,4,3.9,62,4,10,28,25,5,0,0,,0,,32,88,22,1,1,1,2,39,21
Sasa Kalajdzic,Wolves,88,FW,2,3.2,88,5,20,44,24,7,1,1,100,0,0,46,143,48,1,1,0,5,68,9
Leon Chiwome,Wolves,39,FW,3,2.3,39,3,5,25,10,4,0,0,,0,,16,86,50,1,0,1,2,18,7
Jonny Castro,Wolves,2,MF,0,2.1,2,1,1,1,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0
Matheus Nunes,Wolves,131,MF,3,2,131,4,30,66,40,6,17,11,64.7,4,23.5,93,634,336,7,6,3,4,95,9
Tawanda Chirewa,Wolves,86,"MF,FW",7,1.8,86,2,17,44,26,5,3,1,33.3,2,66.7,49,189,55,1,2,1,3,62,8
Joseph Hodge,Wolves,,MF,,1.4,,,,,,,,,,,,,,,,,,,,
Harvey Griffiths,Wolves,,MF,,0.4,,,,,,,,,,,,,,,,,,,,
Alfie Pond,Wolves,,DF,,0.1,,,,,,,,,,,,,,,,,,,,
Enso Gonzalez,Wolves,7,"MF,DF",1,0,7,0,0,4,3,0,0,0,,0,,4,35,3,0,1,0,0,7,2
Sergio Herrera,Osasuna,1264,GK,2,32.9,1264,948,1250,18,0,0,0,0,,0,,671,4122,2365,0,0,0,0,547,0
Jesús Areso,Osasuna,1669,DF,52,31.9,1669,85,367,682,643,23,82,44,53.7,34,41.5,742,4479,2388,78,60,8,25,895,180
Catena,Osasuna,1574,DF,5,29.8,1574,195,786,747,55,31,7,3,42.9,4,57.1,799,3219,1577,5,2,0,4,912,1
Ante Budimir,Osasuna,732,FW,81,29.3,736,23,53,307,382,152,31,10,32.3,20,64.5,311,1272,504,21,12,17,31,508,99
David García,Osasuna,1585,DF,9,29.3,1585,166,665,863,64,24,4,3,75,1,25,796,4308,2698,21,12,0,2,914,4
Aimar Oroz,Osasuna,1297,MF,58,28.4,1298,17,157,651,516,62,52,26,50,18,34.6,773,4229,2079,52,46,9,42,928,126
Rubén Peña,Osasuna,1241,"DF,FW",45,25,1241,49,290,501,468,41,73,35,47.9,33,45.2,608,3824,1843,62,43,9,33,670,147
Johan Mojica,Osasuna,1426,DF,46,23.5,1426,60,342,604,495,29,45,17,37.8,25,55.6,675,3865,1785,57,52,13,10,799,117
Moi Gómez,Osasuna,1346,"MF,FW",21,23.2,1346,22,157,792,411,29,29,17,58.6,11,37.9,767,4018,1680,36,25,3,13,975,69
Lucas Torró,Osasuna,986,MF,14,21.9,986,54,223,551,214,35,8,6,75,1,12.5,423,1829,555,3,7,1,10,569,15
Juan Cruz Armada,Osasuna,1071,DF,13,21.8,1071,56,315,567,200,5,12,3,25,7,58.3,508,2514,1248,16,16,0,6,575,29
Jon Moncayola,Osasuna,1182,MF,20,21.4,1182,22,211,644,329,13,12,6,50,6,50,538,2237,998,14,10,2,13,759,46
Iker Muñoz,Osasuna,1200,MF,21,21.4,1200,68,251,761,192,28,19,5,26.3,9,47.4,597,2583,1114,17,14,3,4,749,23
Jorge Herrando,Osasuna,899,DF,4,19.6,899,125,476,399,25,10,2,2,100,0,0,442,1982,870,3,3,0,2,524,1
Rubén García,Osasuna,951,"FW,MF",31,18.5,951,19,125,365,466,40,31,18,58.1,9,29,473,2042,730,16,26,4,23,647,117
Raúl,Osasuna,455,FW,36,16.4,455,12,35,199,224,64,21,6,28.6,13,61.9,221,899,381,16,11,7,16,339,68
Pablo Ibáñez,Osasuna,621,MF,19,14,621,20,85,304,241,45,30,8,26.7,21,70,318,1978,855,26,20,4,10,394,54
José Arnaiz,Osasuna,449,"FW,MF",27,12.4,449,3,37,158,256,30,29,11,37.9,15,51.7,259,1677,747,23,20,7,24,299,85
Ezequiel Ávila,Osasuna,474,"FW,MF",12,9.6,474,5,41,183,253,28,18,5,27.8,10,55.6,236,1037,429,14,16,5,1,314,75
Aitor Fernández,Osasuna,216,GK,0,8.5,216,156,207,9,1,1,0,0,,0,,112,636,426,0,0,0,0,95,0
Unai García,Osasuna,259,DF,3,6.2,259,26,121,124,16,7,1,0,0,1,100,104,379,183,2,2,0,3,136,1
Kike Barja,Osasuna,165,"FW,MF",17,4.4,165,5,15,55,98,14,22,11,50,8,36.4,109,712,357,17,8,5,7,128,41
Nacho Vidal,Osasuna,62,"DF,FW",1,1.8,62,5,20,21,21,4,2,1,50,1,50,25,85,32,0,1,0,2,26,4
Darko Brašanac,Osasuna,17,MF,0,1.4,17,1,1,8,8,1,0,0,,0,,7,75,50,2,1,0,0,13,3
Iñigo Arguibide,Osasuna,8,DF,1,0.2,8,0,4,3,1,0,0,0,,0,,1,3,0,0,0,0,0,1,0
Jorge Moreno,Osasuna,14,DF,0,0.2,14,5,9,4,1,0,0,0,,0,,2,7,0,0,0,0,0,4,0
Asier Osambela,Osasuna,9,MF,1,0.1,9,0,1,4,4,2,0,0,,0,,3,6,0,0,0,0,1,6,1
Xabier Huarte Armendáriz,Osasuna,2,MF,0,0.1,2,0,0,2,0,0,0,0,,0,,2,5,0,0,1,0,1,3,0
Max Svensson,Osasuna,2,FW,1,0,2,0,0,0,2,2,0,0,,0,,0,0,0,0,0,0,0,1,0
Matteo Pessina,Monza,2454,MF,54,36.8,2459,89,502,1550,421,31,34,14,41.2,15,44.1,1582,9264,4472,69,66,2,18,1773,53
Michele Di Gregorio,Monza,1439,GK,2,32.9,1439,1210,1426,14,0,0,3,3,100,0,0,879,4769,2714,0,0,0,1,775,0
Andrea Colpani,Monza,1255,"MF,FW",52,30.3,1255,23,133,501,641,83,80,28,35,40,50,826,5437,2472,90,69,27,38,938,193
Pablo Marí,Monza,2007,DF,8,29.9,2007,307,1087,880,44,17,8,5,62.5,2,25,1224,5474,2795,2,8,0,3,1420,1
Roberto Gagliardini,Monza,1761,"MF,DF",28,27.2,1761,94,439,1034,310,42,17,8,47.1,7,41.2,1045,5931,2950,38,36,2,14,1222,36
Luca Caldirola,Monza,1546,DF,6,24.8,1546,203,809,678,61,16,2,1,50,0,0,966,4882,2482,10,5,0,1,1146,9
Dany Mota,Monza,1028,"FW,MF",43,23.8,1028,22,101,434,504,93,49,16,32.7,28,57.1,696,5390,2771,112,82,32,30,785,152
Samuele Birindelli,Monza,1320,DF,35,22.4,1320,63,412,557,364,43,30,12,40,15,50,766,4352,2314,63,40,11,9,885,122
Giorgos Kyriakopoulos,Monza,1241,DF,16,19.7,1241,44,343,523,383,36,32,18,56.3,11,34.4,765,4410,2611,64,37,13,10,845,94
Patrick Ciurria,Monza,1021,"DF,MF",19,18.8,1021,39,269,411,350,31,24,9,37.5,11,45.8,597,2981,1581,41,41,9,6,711,94
Armando Izzo,Monza,1389,DF,10,18.6,1389,161,684,641,73,17,1,0,0,1,100,870,4500,2292,15,7,0,2,1035,7
Danilo D'Ambrosio,Monza,1268,DF,12,17.8,1268,126,564,600,114,23,13,7,53.8,5,38.5,787,3641,1763,12,8,1,5,904,25
Andrea Carboni,Monza,1148,DF,14,16.7,1148,130,504,516,132,26,6,3,50,3,50,698,3200,1856,13,13,2,2,811,22
Warren Bondo,Monza,750,MF,16,16.4,750,28,174,458,125,13,18,13,72.2,4,22.2,492,2905,1435,31,20,5,19,541,13
Lorenzo Colombo,Monza,451,FW,64,15.1,451,18,32,239,186,65,23,12,52.2,11,47.8,287,1275,464,16,9,13,29,348,75
Milan Đurić,Monza,381,FW,24,14,381,32,51,227,104,37,4,2,50,2,50,157,458,108,2,2,1,14,323,31
Valentin Carboni,Monza,676,"MF,FW",30,13.2,676,5,83,329,281,41,49,24,49,18,36.7,465,3385,1577,52,33,18,15,500,75
Pedro Pereira,Monza,600,DF,6,9.3,600,22,164,261,179,15,11,5,45.5,4,36.4,361,1501,886,20,18,3,8,401,69
Jean-Daniel Akpa-Akpro,Monza,348,MF,13,7.8,348,22,111,187,58,5,10,3,30,3,30,189,1226,591,11,9,1,7,215,12
Alessio Zerbin,Monza,376,"DF,FW",15,7.6,376,13,88,150,143,18,31,13,41.9,16,51.6,205,1417,675,17,19,5,7,224,46
Alessandro Sorrentino,Monza,205,GK,0,6.1,205,174,203,2,0,0,1,1,100,0,0,99,484,301,0,0,0,0,102,0
Samuele Vignato,Monza,168,"MF,FW",11,4.2,168,0,23,83,67,12,9,5,55.6,4,44.4,109,671,348,13,8,6,6,124,20
Gianluca Caprari,Monza,154,"MF,FW",9,3.8,154,1,18,65,73,11,8,3,37.5,5,62.5,112,686,370,11,9,5,9,122,16
Daniel Maldini,Monza,159,"MF,FW",12,3.7,159,2,21,74,71,13,19,9,47.4,7,36.8,101,770,419,15,7,7,5,123,22
Mirko Marić,Monza,135,FW,10,3.2,135,4,9,59,69,20,4,1,25,3,75,71,232,91,2,3,1,5,106,30
Pepín,Monza,177,"MF,FW",6,2.7,177,7,28,87,62,2,4,1,25,1,25,109,423,162,1,3,0,1,123,12
Papu Gómez,Monza,21,"MF,FW",0,0.5,21,0,1,5,15,1,0,0,,0,,13,121,77,2,2,1,0,11,1
Giulio Donati,Monza,51,DF,3,0.4,51,0,11,25,15,1,0,0,,0,,30,120,58,0,2,0,0,39,5
Franco Carboni,Monza,,MF,,0.4,,,,,,,,,,,,,,,,,,,,
Giorgio Cittadini,Monza,8,DF,1,0.2,8,2,3,4,1,0,0,0,,0,,5,41,18,1,0,0,0,5,1
Andrea Ferraris,Monza,5,MF,0,0.1,5,0,1,2,2,0,0,0,,0,,3,11,9,0,0,0,0,3,0
Davide Bettella,Monza,5,MF,0,0,5,0,2,2,1,0,0,0,,0,,3,7,0,0,0,0,1,4,0
Ermedin Demirović,Augsburg,933,"FW,MF",77,32.6,937,27,92,388,468,164,65,29,44.6,31,47.7,482,2426,890,28,20,11,39,581,167
Ohis Felix Uduokhai,Augsburg,2036,DF,17,32.5,2036,299,1027,916,103,53,7,6,85.7,1,14.3,1077,5100,2608,25,11,1,7,1202,6
Finn Dahmen,Augsburg,1437,GK,1,32,1437,903,1394,44,0,0,0,0,,0,,889,4866,3052,0,0,0,0,764,0
Jeffrey Gouweleeuw,Augsburg,1767,DF,11,28.8,1767,196,814,836,138,35,23,15,65.2,8,34.8,1046,6646,4109,33,24,2,7,1101,17
Phillip Tietz,Augsburg,815,FW,70,26.8,815,37,89,350,382,122,40,13,32.5,24,60,416,1664,590,19,15,7,21,561,115
Ruben Vargas,Augsburg,949,"MF,FW",58,22.8,949,22,103,374,485,82,57,22,38.6,30,52.6,538,3257,1364,57,31,15,18,608,145
Kevin Mbabu,Augsburg,1315,DF,41,22.7,1315,70,314,573,451,31,82,29,35.4,48,58.5,626,4024,1885,70,48,8,25,654,106
Elvis Rexhbeçaj,Augsburg,935,MF,38,22.4,936,43,216,513,222,22,23,8,34.8,14,60.9,462,2215,910,15,16,3,18,492,51
Mads Pedersen,Augsburg,1084,DF,21,20.3,1084,61,305,489,311,20,38,23,60.5,9,23.7,506,3407,1895,56,35,4,13,543,79
Iago,Augsburg,950,DF,24,18,950,66,296,434,239,33,37,19,51.4,15,40.5,480,2650,1197,24,20,4,10,474,51
Arne Engels,Augsburg,724,"MF,DF",15,16.6,724,25,142,337,249,18,11,6,54.5,5,45.5,357,1747,786,23,18,4,7,406,62
Niklas Dorsch,Augsburg,796,MF,21,16.1,796,61,252,467,85,2,11,7,63.6,3,27.3,436,2039,801,12,8,1,10,470,12
Fredrik Jensen,Augsburg,643,"MF,FW",22,14.9,643,29,89,256,303,39,26,5,19.2,20,76.9,307,1427,638,22,9,6,10,351,90
Arne Maier,Augsburg,692,MF,13,11.8,692,15,86,321,293,28,20,12,60,8,40,350,1577,680,17,11,6,11,422,66
Kristijan Jakić,Augsburg,619,MF,8,11.7,619,27,154,367,104,11,11,6,54.5,4,36.4,292,1427,624,11,6,2,13,329,10
Maximilian Bauer,Augsburg,586,DF,6,9,586,56,312,238,38,5,3,2,66.7,1,33.3,350,1664,896,2,4,0,0,373,1
Tim Breithaupt,Augsburg,355,MF,6,8,355,19,117,196,44,1,1,1,100,0,0,142,571,190,0,1,0,5,186,2
Sven Michel,Augsburg,246,"FW,MF",22,7.3,248,3,21,94,133,39,22,10,45.5,11,50,135,600,204,6,3,4,11,162,44
Dion Drena Beljo,Augsburg,239,"FW,MF",24,6.8,239,5,24,92,126,38,24,11,45.8,10,41.7,133,963,402,16,13,6,5,178,35
Patric Pfeiffer,Augsburg,340,DF,6,6.7,340,36,153,158,31,19,1,0,0,1,100,153,637,299,1,0,0,1,184,4
Robert Gumny,Augsburg,260,DF,14,5.3,260,19,68,121,74,8,13,5,38.5,4,30.8,108,554,213,9,9,1,1,115,17
Pep Biel,Augsburg,156,"MF,FW",13,3.2,156,2,23,71,63,11,7,6,85.7,1,14.3,78,414,138,2,2,1,1,97,16
Tomáš Koubek,Augsburg,114,GK,0,3,114,105,114,0,0,0,0,0,,0,,56,247,120,0,0,0,0,52,0
Mergim Berisha,Augsburg,28,FW,1,1.5,28,4,5,9,14,3,2,0,0,2,100,18,96,53,3,1,1,1,20,5
Mert Kömür,Augsburg,51,"MF,DF",2,1.3,51,1,10,17,27,3,4,0,0,3,75,29,208,135,7,5,1,2,33,9
Frederik Winther,Augsburg,,DF,,1,,,,,,,,,,,,,,,,,,,,
Irvin Cardona,Augsburg,24,"MF,DF",2,0.6,24,0,2,4,18,5,1,0,0,1,100,14,129,61,3,2,2,0,15,6
David Čolina,Augsburg,,DF,,0.5,,,,,,,,,,,,,,,,,,,,
Masaya Okugawa,Augsburg,14,"FW,DF",0,0.4,14,1,2,6,6,2,1,0,0,0,0,6,11,4,0,1,0,0,8,2
Nathanael Mbuku,Augsburg,10,FW,0,0.1,10,0,0,4,6,1,1,0,0,1,100,9,67,51,1,0,1,0,9,4
Mahmut Kücüksahin,Augsburg,4,MF,0,0,4,0,2,2,0,0,0,0,,0,,2,1,0,0,0,0,0,4,0
Lucas Perrin,Strasbourg,2122,DF,15,33.6,2122,350,1141,937,58,24,10,5,50,4,40,1553,9267,5259,17,11,2,4,1446,8
Frederic Guilbert,Strasbourg,1843,"DF,MF",26,30.7,1843,143,652,831,379,17,34,19,55.9,14,41.2,1151,6306,2506,32,35,3,13,1028,70
Habib Diarra,Strasbourg,1106,"MF,FW",37,29.1,1107,30,202,623,308,30,60,33,55,20,33.3,859,5471,2388,59,62,10,28,786,88
Dilane Bakwa,Strasbourg,1158,"FW,MF",49,27.4,1158,20,127,487,577,75,121,52,43,62,51.2,806,6019,2898,94,76,24,38,756,204
Marvin Senaya,Strasbourg,1465,"DF,MF",37,26,1465,81,458,693,329,27,72,27,37.5,35,48.6,875,5438,2495,48,43,6,12,802,81
Thomas Delaine,Strasbourg,1097,"DF,MF",33,25,1097,59,304,415,386,26,33,19,57.6,14,42.4,692,4524,2037,63,45,5,11,627,151
Emanuel Emegha,Strasbourg,503,FW,46,25,504,28,44,237,232,88,34,10,29.4,22,64.7,352,2016,598,24,19,13,29,366,115
Abakar Sylla,Strasbourg,1490,DF,14,22.9,1490,201,717,729,56,18,13,9,69.2,4,30.8,1060,5999,3215,8,11,0,7,962,2
Ibrahima Sissoko,Strasbourg,952,MF,27,22.5,952,58,234,550,185,29,21,11,52.4,7,33.3,625,3371,1422,15,30,1,23,563,18
Ismaël Doukouré,Strasbourg,919,"MF,DF",11,20,919,56,273,585,72,2,31,22,71,9,29,672,3877,1720,15,16,0,24,607,7
Alaa Bellaarouch,Strasbourg,542,GK,0,19.3,542,413,540,3,0,0,0,0,,0,,415,2305,1282,0,1,1,0,300,0
Matz Sels,Strasbourg,664,GK,0,19,664,582,657,7,0,0,0,0,,0,,452,2379,1252,0,0,0,0,345,0
Junior Mwanga,Strasbourg,714,"MF,FW",32,18.9,714,44,188,370,168,25,46,28,60.9,15,32.6,471,3113,1427,28,20,6,24,425,37
Kévin Gameiro,Strasbourg,569,"FW,MF",25,16.7,571,5,51,272,256,46,13,7,53.8,5,38.5,448,2487,909,26,25,10,15,428,81
Ângelo Borges,Strasbourg,593,"FW,MF",44,15.1,593,7,76,261,282,27,56,30,53.6,23,41.1,464,4032,1883,50,47,6,24,411,109
Gerzino Nyamsi,Strasbourg,739,DF,5,12.1,739,122,416,314,13,10,3,3,100,0,0,552,2838,1185,3,1,0,1,489,3
Saidou Sow,Strasbourg,440,DF,3,9.4,440,60,230,202,14,6,6,4,66.7,1,16.7,315,1797,1010,1,3,0,3,281,0
Andrey Santos,Strasbourg,614,MF,12,9.2,614,15,135,398,86,7,19,8,42.1,9,47.4,476,2609,1018,5,19,0,10,437,15
Jessy Deminguet,Strasbourg,334,"MF,FW",11,9,334,10,67,199,75,8,7,2,28.6,4,57.1,238,1408,438,7,10,1,5,209,13
Dion Moise Sahi,Strasbourg,268,"MF,FW",22,8.8,268,4,35,129,109,29,13,4,30.8,9,69.2,187,1154,503,13,10,4,6,179,42
Lebo Mothiba,Strasbourg,183,FW,16,6.9,183,13,17,64,103,37,5,4,80,1,20,141,806,280,8,6,5,11,152,27
Jérémy Sebas,Strasbourg,123,"FW,MF",9,4.7,123,4,14,44,69,14,18,10,55.6,8,44.4,97,797,329,13,9,7,8,97,39
Jean-Ricner Bellegarde,Strasbourg,135,"MF,FW",6,3,135,2,27,68,44,5,15,8,53.3,5,33.3,102,751,275,9,7,1,13,88,10
Rabby Nzingoula,Strasbourg,68,"MF,FW",3,1.9,68,3,16,31,23,2,4,2,50,2,50,40,283,125,3,3,1,2,33,6
Aboubacar Ali,Strasbourg,56,"MF,FW",4,1.4,56,1,4,19,35,7,3,1,33.3,2,66.7,41,312,79,3,1,1,2,36,12
Eduard Sobol,Strasbourg,15,DF,0,1.3,15,1,2,9,4,0,0,0,,0,,10,114,69,2,3,0,0,9,0
Steven Baseya,Strasbourg,15,DF,0,1.1,15,3,9,6,0,0,0,0,,0,,9,38,7,0,0,0,0,7,0
Sanjin Prcić,Strasbourg,54,MF,1,1,54,0,12,33,9,0,0,0,,0,,40,223,84,0,0,0,0,36,0
Mohamed Bechikh,Strasbourg,10,"FW,MF",1,0.2,10,0,0,9,1,0,2,0,0,2,100,5,42,24,0,0,0,0,7,3
Samir El Mourabet,Strasbourg,,FW,,0.2,,,,,,,,,,,,,,,,,,,,
Patrick Ouotro,Strasbourg,3,FW,0,0.1,3,0,1,1,1,0,0,0,,0,,1,18,18,1,0,0,0,1,0
David Soria,Getafe,1393,GK,4,39.9,1393,1099,1386,7,0,0,0,0,,0,,636,3979,2528,0,1,1,0,418,0
Nemanja Maksimović,Getafe,1380,MF,24,38.2,1380,86,321,762,309,59,17,7,41.2,9,52.9,565,2540,1251,22,25,2,8,695,35
Mason Greenwood,Getafe,1352,"MF,FW",63,32.2,1355,6,76,621,690,124,139,72,51.8,52,37.4,949,7176,3899,127,80,70,50,1090,239
Diego Rico,Getafe,1809,DF,33,30.2,1809,80,458,900,467,6,33,11,33.3,20,60.6,758,3025,1419,28,36,1,20,840,79
Gastón Álvarez,Getafe,1325,DF,27,29.9,1325,125,508,648,178,22,21,9,42.9,11,52.4,558,2517,1283,11,12,0,10,624,40
Djené,Getafe,1363,"DF,MF",24,28.6,1363,112,510,704,169,12,25,18,72,3,12,661,3334,1637,13,14,1,13,690,19
Omar Alderete,Getafe,1316,DF,8,27.3,1316,132,591,667,73,32,13,9,69.2,3,23.1,655,4060,2701,23,13,0,5,684,9
Luis Milla,Getafe,1484,MF,26,26.5,1484,30,196,981,330,10,34,11,32.4,17,50,683,3575,1700,31,26,0,17,839,35
Borja Mayoral,Getafe,771,FW,69,26.3,775,16,51,377,352,71,43,18,41.9,22,51.2,481,2206,912,27,29,11,28,588,100
Jaime Mata,Getafe,731,"FW,MF",47,21.8,731,32,109,255,370,72,15,8,53.3,7,46.7,370,1456,479,16,16,7,20,527,138
Juanmi Latasa,Getafe,578,FW,66,19.9,578,21,32,255,295,104,13,6,46.2,5,38.5,278,968,262,7,10,3,21,447,82
Iglesias,Getafe,830,"DF,FW",10,18.5,830,60,262,353,223,8,14,6,42.9,8,57.1,329,1625,671,16,11,2,6,363,48
Damián Suárez,Getafe,771,DF,19,15.4,771,27,197,387,195,12,21,9,42.9,10,47.6,310,1476,743,20,11,4,6,363,47
Carmona,Getafe,748,"DF,MF",29,15.3,748,28,197,345,216,27,28,9,32.1,17,60.7,343,1994,1012,29,19,6,14,377,55
Óscar Rodríguez Arnaiz,Getafe,595,"MF,FW",35,13.4,595,7,56,287,259,30,31,14,45.2,16,51.6,320,1818,757,13,24,4,12,415,48
Carles Aleñá,Getafe,546,MF,25,13.3,546,14,74,251,223,22,28,6,21.4,20,71.4,308,1315,402,12,14,5,18,366,45
Domingos Duarte,Getafe,453,DF,5,12.1,453,45,173,264,20,6,3,1,33.3,1,33.3,211,1150,728,7,1,0,2,236,0
Stefan Mitrović,Getafe,306,DF,3,9.2,306,39,156,147,5,2,4,2,50,1,25,140,780,457,4,0,0,0,142,2
Jordi,Getafe,336,"MF,DF",12,8.4,336,7,50,155,134,14,20,7,35,10,50,180,797,336,6,14,2,9,206,28
Jesús Santiago,Getafe,244,MF,9,7.3,244,10,47,148,51,8,8,3,37.5,5,62.5,131,727,311,5,4,1,4,141,12
Ilaix Moriba,Getafe,289,"MF,FW",14,6.7,289,9,30,176,87,14,14,4,28.6,8,57.1,158,817,302,8,8,2,6,181,19
Mauro Arambarri,Getafe,188,MF,5,3.8,188,9,30,115,44,6,6,2,33.3,4,66.7,110,548,214,2,6,0,5,104,6
Fabrizio Angileri,Getafe,121,"DF,MF",1,2.5,121,7,34,52,37,1,4,2,50,1,25,59,237,92,2,2,0,0,62,6
Enes Ünal,Getafe,49,"FW,MF",2,2.2,49,2,7,18,25,6,4,2,50,1,25,31,149,78,2,2,0,1,37,7
Daniel Fuzato,Getafe,11,GK,0,2.1,11,10,11,0,0,0,0,0,,0,,4,20,19,0,0,0,0,4,0
Anthony Lozano,Getafe,33,"MF,FW",6,2,33,2,6,10,17,5,4,1,25,3,75,16,65,20,0,0,0,2,24,6
Nabil Aberdin,Getafe,87,DF,1,2,87,4,37,49,1,1,0,0,,0,,47,326,183,0,0,0,1,54,0
Alberto Risco,Getafe,65,MF,6,1.5,65,1,5,26,34,5,4,2,50,1,25,37,158,84,3,2,0,2,51,14
Portu,Getafe,36,FW,2,1.1,36,0,5,4,28,4,3,0,0,3,100,17,184,97,3,4,0,1,23,3
John Joe,Getafe,,MF,,0.8,,,,,,,,,,,,,,,,,,,,
Santiago García,Getafe,16,FW,1,0.3,16,0,1,4,12,0,3,0,0,3,100,11,55,29,1,1,0,0,6,1
Gorka Rivera Alonso,Getafe,6,DF,0,0,6,0,3,2,1,0,0,0,,0,,3,6,1,0,0,0,0,4,0
Yassin Tallal,Getafe,3,FW,0,0,3,0,0,1,2,0,0,0,,0,,1,18,11,1,0,0,0,2,1
Jeremy Jorge,Getafe,1,FW,0,0,1,0,0,0,1,1,0,0,,0,,0,0,0,0,0,0,0,0,0
James Tarkowski,Everton,2014,DF,16,44.5,2014,352,1000,848,179,84,20,16,80,4,20,918,5010,3073,15,12,0,16,1076,20
Jordan Pickford,Everton,1680,GK,0,42.3,1680,1106,1544,141,0,0,1,1,100,0,0,904,6014,3889,1,0,0,0,773,0
Jarrad Branthwaite,Everton,1791,DF,20,41,1791,307,961,777,61,39,8,5,62.5,2,25,759,3161,1557,2,5,1,2,903,6
James Garner,Everton,1610,MF,33,40.7,1610,83,307,776,549,41,41,19,46.3,16,39,736,3856,1657,36,37,5,10,857,76
Dwight McNeil,Everton,1621,"MF,FW",67,37.6,1621,51,247,683,724,72,66,30,45.5,31,47,905,5845,2583,80,62,14,60,1032,147
Vitaliy Mykolenko,Everton,1501,DF,39,32.8,1501,123,531,611,374,30,31,18,58.1,11,35.5,608,2518,1028,14,22,0,11,691,68
Abdoulaye Doucouré,Everton,1190,"FW,MF",61,30.5,1190,36,188,523,495,100,48,25,52.1,21,43.8,635,3292,1692,55,37,17,42,800,140
