Player Name,Club Name,Country,Position,DefensiveErrors,TacklesAttempted,TackleWon,TacklesinDef3rd,TacklesinMid3rd,TacklesinAtt3rd,DribblesStopped,PassesBlocked,DribblesWinningPerc,DribblesNotStopped,TotalBlocks,ShotsBlocked,PassesBlocked,Tackles+Interception,Clearances
Juan Cruz Armada,Osasuna,ESP,DF,1,27,18,16,10,1,17,7,68,8,14,7,15,39,39
Jon Moncayola,Osasuna,ESP,MF,0,27,21,14,10,3,17,26,40.5,25,31,5,15,42,21
Iker Muñoz,Osasuna,ESP,MF,0,32,18,13,17,2,15,11,48.4,16,16,5,11,43,50
Jorge Herrando,Osasuna,ESP,DF,1,29,22,23,6,0,12,9,63.2,7,20,11,17,44,69
Rubén García,Osasuna,ESP,"FW,MF",0,32,20,8,17,7,13,20,39.4,20,23,3,13,44,23
Raúl,Osasuna,ESP,FW,0,10,4,4,2,4,2,8,20,8,9,1,5,15,11
Pablo Ibáñez,Osasuna,ESP,MF,0,18,13,5,7,6,5,23,23.8,16,26,3,10,27,17
José Arnaiz,Osasuna,ESP,"FW,MF",0,14,10,6,4,4,6,9,28.6,15,11,2,3,17,2
Ezequiel Ávila,Osasuna,ARG,"FW,MF",0,3,2,1,1,1,3,14,27.3,8,14,0,4,7,8
Aitor Fernández,Osasuna,ESP,GK,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5
Unai García,Osasuna,ESP,DF,0,12,9,9,2,1,5,6,50,5,7,1,8,20,18
Kike Barja,Osasuna,ESP,"FW,MF",0,6,4,2,2,2,3,1,37.5,5,2,1,3,8,2
Nacho Vidal,Osasuna,ESP,"DF,FW",0,5,4,2,2,1,2,2,40,3,2,0,0,5,6
Darko Brašanac,Osasuna,SRB,MF,0,1,0,1,0,0,1,1,100,0,1,0,0,1,0
Iñigo Arguibide,Osasuna,ESP,DF,0,1,0,0,1,0,0,0,,0,0,0,0,1,1
Jorge Moreno,Osasuna,ESP,DF,0,0,0,0,0,0,0,1,,0,1,0,0,0,3
Asier Osambela,Osasuna,ESP,MF,0,2,1,0,1,1,0,0,,0,0,0,0,2,0
Xabier Huarte Armendáriz,Osasuna,ESP,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Max Svensson,Osasuna,ESP,FW,0,1,0,0,0,1,0,0,,0,0,0,0,1,0
Matteo Pessina,Monza,ITA,MF,1,44,28,20,20,4,23,18,46.9,26,29,11,28,71,46
Michele Di Gregorio,Monza,ITA,GK,2,1,0,1,0,0,1,1,25,3,1,0,1,2,10
Andrea Colpani,Monza,ITA,"MF,FW",0,25,15,6,13,6,11,7,55,9,11,4,16,39,14
Pablo Marí,Monza,ESP,DF,1,41,25,34,7,0,22,15,64.7,12,40,25,38,78,115
Roberto Gagliardini,Monza,ITA,"MF,DF",0,61,31,27,25,9,31,19,62,19,30,11,32,92,38
Luca Caldirola,Monza,ITA,DF,0,25,15,19,4,2,13,9,59.1,9,26,17,31,54,53
Dany Mota,Monza,POR,"FW,MF",0,13,7,2,5,6,8,3,47.1,9,4,1,2,15,18
Samuele Birindelli,Monza,ITA,DF,0,28,19,16,7,5,14,19,56,11,30,11,18,46,48
Giorgos Kyriakopoulos,Monza,GRE,DF,0,19,10,16,3,0,11,17,45.8,13,18,1,13,32,28
Patrick Ciurria,Monza,ITA,"DF,MF",0,30,19,13,13,4,13,15,61.9,8,20,5,10,39,28
Armando Izzo,Monza,ITA,DF,1,27,17,17,9,1,16,4,59.3,11,20,16,27,54,49
Danilo D'Ambrosio,Monza,ITA,DF,0,57,35,34,20,3,28,9,68.3,13,22,13,14,71,31
Andrea Carboni,Monza,ITA,DF,1,38,23,24,12,2,20,10,64.5,11,23,13,17,55,56
Warren Bondo,Monza,FRA,MF,0,29,22,16,10,3,13,10,76.5,4,13,3,6,35,13
Lorenzo Colombo,Monza,ITA,FW,0,17,12,3,9,5,8,13,57.1,6,18,5,0,17,14
Milan Đurić,Monza,BIH,FW,0,5,5,0,5,0,2,4,50,2,6,2,0,5,27
Valentin Carboni,Monza,ARG,"MF,FW",0,25,15,10,12,3,8,11,30.8,18,12,1,7,32,4
Pedro Pereira,Monza,POR,DF,0,19,13,14,4,1,9,13,52.9,8,15,2,4,23,18
Jean-Daniel Akpa-Akpro,Monza,CIV,MF,1,20,11,14,4,2,3,6,33.3,6,10,4,12,32,15
Alessio Zerbin,Monza,ITA,"DF,FW",0,18,10,13,2,3,4,13,30.8,9,16,3,3,21,5
Alessandro Sorrentino,Monza,ITA,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Samuele Vignato,Monza,ITA,"MF,FW",0,6,4,2,3,1,2,2,66.7,1,2,0,1,7,1
Gianluca Caprari,Monza,ITA,"MF,FW",0,2,2,1,1,0,0,0,0,1,0,0,2,4,0
Daniel Maldini,Monza,ITA,"MF,FW",0,3,2,0,2,1,3,2,50,3,2,0,2,5,1
Mirko Marić,Monza,CRO,FW,0,4,0,2,1,1,0,4,0,2,4,0,2,6,3
Pepín,Monza,EQG,"MF,FW",0,6,1,1,4,1,2,3,50,2,5,2,0,6,6
Papu Gómez,Monza,ARG,"MF,FW",0,0,0,0,0,0,0,0,0,2,0,0,1,1,0
Giulio Donati,Monza,ITA,DF,1,0,0,0,0,0,0,0,,0,0,0,0,0,1
Franco Carboni,Monza,ITA,MF,,,0,,,,,,,,,,1,0,
Giorgio Cittadini,Monza,ITA,DF,0,1,1,1,0,0,1,0,100,0,1,1,0,1,0
Andrea Ferraris,Monza,ITA,MF,0,1,1,1,0,0,0,0,,0,0,0,0,1,0
Davide Bettella,Monza,ITA,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Ermedin Demirović,Augsburg,BIH,"FW,MF",0,24,14,5,16,3,12,26,30,28,28,2,11,35,26
Ohis Felix Uduokhai,Augsburg,GER,DF,2,37,21,18,14,5,16,10,64,9,45,35,46,83,178
Finn Dahmen,Augsburg,GER,GK,5,1,0,1,0,0,1,0,33.3,2,0,0,0,1,17
Jeffrey Gouweleeuw,Augsburg,NED,DF,0,35,23,13,17,5,16,20,64,9,44,24,35,70,108
Phillip Tietz,Augsburg,GER,FW,0,23,14,7,13,3,6,14,40,9,17,3,6,29,35
Ruben Vargas,Augsburg,SUI,"MF,FW",0,23,10,6,10,7,10,15,40,15,19,4,8,30,17
Kevin Mbabu,Augsburg,SUI,DF,0,51,39,25,18,8,23,20,57.5,17,29,9,24,75,48
Elvis Rexhbeçaj,Augsburg,GER,MF,0,30,19,14,13,3,18,25,50,18,32,7,20,50,20
Mads Pedersen,Augsburg,DEN,DF,0,64,39,31,27,6,24,17,54.5,20,20,3,20,83,46
Iago,Augsburg,BRA,DF,0,36,17,22,10,4,17,31,51.5,16,39,8,18,54,43
Arne Engels,Augsburg,BEL,"MF,DF",0,33,19,15,14,4,12,22,41.4,17,23,1,18,48,21
Niklas Dorsch,Augsburg,GER,MF,0,35,25,13,21,1,13,6,39.4,20,15,9,16,51,27
Fredrik Jensen,Augsburg,FIN,"MF,FW",0,23,11,9,8,6,14,29,50,14,30,1,12,35,21
Arne Maier,Augsburg,GER,MF,0,14,10,5,8,1,5,17,35.7,9,19,2,6,20,11
Kristijan Jakić,Augsburg,CRO,MF,0,28,14,14,10,4,15,12,45.5,18,13,1,20,48,15
Maximilian Bauer,Augsburg,GER,DF,1,19,12,13,4,2,9,6,52.9,8,14,8,11,30,30
Tim Breithaupt,Augsburg,GER,MF,0,20,11,11,9,0,13,12,61.9,8,15,3,10,28,10
Sven Michel,Augsburg,GER,"FW,MF",0,7,5,2,1,4,2,1,28.6,5,1,0,0,7,4
Dion Drena Beljo,Augsburg,CRO,"FW,MF",0,0,0,0,0,0,0,7,0,2,8,1,1,1,4
Patric Pfeiffer,Augsburg,GER,DF,0,11,7,6,4,1,5,4,83.3,1,10,6,13,22,21
Robert Gumny,Augsburg,POL,DF,0,6,5,1,3,2,1,8,20,4,13,5,7,13,15
Pep Biel,Augsburg,ESP,"MF,FW",0,4,3,0,2,2,1,1,33.3,2,2,1,2,6,2
Tomáš Koubek,Augsburg,CZE,GK,1,0,0,0,0,0,0,0,,0,0,0,0,0,1
Mergim Berisha,Augsburg,GER,FW,0,0,0,0,0,0,0,1,,0,1,0,0,0,3
Mert Kömür,Augsburg,GER,"MF,DF",0,3,3,3,0,0,3,0,60,2,0,0,0,3,1
Frederik Winther,Augsburg,DEN,DF,,,0,,,,,,,,,,2,0,
Irvin Cardona,Augsburg,FRA,"MF,DF",0,1,1,0,0,1,1,1,33.3,2,1,0,0,1,1
David Čolina,Augsburg,CRO,DF,,,0,,,,,,,,,,1,0,
Masaya Okugawa,Augsburg,JPN,"FW,DF",0,0,0,0,0,0,0,0,,0,0,0,0,0,2
Nathanael Mbuku,Augsburg,FRA,FW,0,0,0,0,0,0,0,1,,0,1,0,0,0,0
Mahmut Kücüksahin,Augsburg,,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Lucas Perrin,Strasbourg,FRA,DF,0,47,33,33,14,0,28,13,60.9,18,45,32,30,75,113
Frederic Guilbert,Strasbourg,FRA,"DF,MF",1,87,52,49,30,8,47,29,65.3,25,39,10,77,158,99
Habib Diarra,Strasbourg,SEN,"MF,FW",0,30,25,8,20,2,9,19,27.3,24,23,4,19,47,15
Dilane Bakwa,Strasbourg,FRA,"FW,MF",0,30,26,12,13,5,11,25,27.5,29,26,1,20,50,11
Marvin Senaya,Strasbourg,TOG,"DF,MF",0,72,58,38,25,9,42,27,61.8,26,40,13,44,113,68
Thomas Delaine,Strasbourg,FRA,"DF,MF",0,38,22,29,8,1,20,16,47.6,22,18,2,19,55,51
Emanuel Emegha,Strasbourg,NED,FW,0,8,7,2,4,2,4,10,44.4,5,13,3,3,10,25
Abakar Sylla,Strasbourg,CIV,DF,2,54,25,30,19,5,29,29,72.5,11,40,11,30,80,70
Ibrahima Sissoko,Strasbourg,MLI,MF,0,47,38,13,25,9,23,13,76.7,7,21,8,21,66,30
Ismaël Doukouré,Strasbourg,FRA,"MF,DF",2,23,17,7,14,2,13,12,61.9,8,19,7,19,42,29
Alaa Bellaarouch,Strasbourg,MAR,GK,2,0,0,0,0,0,0,0,,0,0,0,1,1,11
Matz Sels,Strasbourg,BEL,GK,1,0,0,0,0,0,0,2,,0,2,0,0,0,13
Junior Mwanga,Strasbourg,FRA,"MF,FW",0,40,22,23,12,5,12,15,50,12,20,5,20,58,19
Kévin Gameiro,Strasbourg,FRA,"FW,MF",0,10,10,5,3,2,2,9,11.8,15,9,0,3,13,7
Ângelo Borges,Strasbourg,BRA,"FW,MF",0,24,13,9,7,8,11,18,35.5,20,18,0,9,33,2
Gerzino Nyamsi,Strasbourg,FRA,DF,0,18,14,13,5,0,12,8,66.7,6,19,11,10,28,43
Saidou Sow,Strasbourg,GUI,DF,3,20,12,17,3,0,9,3,69.2,4,7,4,12,32,36
Andrey Santos,Strasbourg,BRA,MF,1,29,18,15,13,1,17,8,65.4,9,8,0,10,39,11
Jessy Deminguet,Strasbourg,FRA,"MF,FW",1,14,11,6,8,0,6,8,33.3,12,8,0,9,23,5
Dion Moise Sahi,Strasbourg,CIV,"MF,FW",0,5,6,1,2,2,0,10,0,3,11,1,1,6,7
Lebo Mothiba,Strasbourg,RSA,FW,0,5,2,1,4,0,3,5,75,1,6,1,0,5,11
Jérémy Sebas,Strasbourg,MTQ,"FW,MF",0,7,1,2,3,2,3,2,60,2,3,1,1,8,1
Jean-Ricner Bellegarde,Strasbourg,FRA,"MF,FW",0,5,3,3,2,0,3,4,50,3,4,0,4,9,0
Rabby Nzingoula,Strasbourg,CGO,"MF,FW",0,3,3,0,3,0,3,4,75,1,4,0,5,8,0
Aboubacar Ali,Strasbourg,FRA,"MF,FW",0,2,0,0,2,0,0,1,,0,1,0,1,3,2
Eduard Sobol,Strasbourg,UKR,DF,0,0,4,0,0,0,0,0,,0,0,0,2,0,1
Steven Baseya,Strasbourg,FRA,DF,0,2,2,1,1,0,1,0,100,0,0,0,0,2,1
Sanjin Prcić,Strasbourg,BIH,MF,0,0,0,0,0,0,0,1,0,1,2,1,3,3,1
Mohamed Bechikh,Strasbourg,FRA,"FW,MF",0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Samir El Mourabet,Strasbourg,FRA,FW,,,0,,,,,,,,,,0,0,
Patrick Ouotro,Strasbourg,CIV,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
David Soria,Getafe,ESP,GK,6,0,0,0,0,0,0,0,0,2,0,0,0,0,21
Nemanja Maksimović,Getafe,SRB,MF,0,65,46,26,31,8,23,33,56.1,18,56,23,48,111,61
Mason Greenwood,Getafe,ENG,"MF,FW",0,11,7,3,5,3,4,9,19,17,9,0,4,15,4
Diego Rico,Getafe,ESP,DF,0,64,50,32,23,9,41,17,53.9,35,25,8,46,105,76
Gastón Álvarez,Getafe,URU,DF,0,68,42,43,20,5,37,29,64.9,20,40,11,37,103,80
Djené,Getafe,TOG,"DF,MF",0,34,21,18,13,3,15,16,57.7,11,31,15,23,57,70
Omar Alderete,Getafe,PAR,DF,0,28,25,15,13,0,19,12,54.3,16,30,18,18,41,111
Luis Milla,Getafe,ESP,MF,0,57,36,19,28,10,28,19,59.6,19,20,1,38,89,10
Borja Mayoral,Getafe,ESP,FW,0,9,5,2,2,5,5,7,22.7,17,7,0,4,13,16
Jaime Mata,Getafe,ESP,"FW,MF",0,24,15,12,8,4,11,17,42.3,15,18,1,17,41,31
Juanmi Latasa,Getafe,ESP,FW,0,9,8,0,6,3,1,9,9.1,10,9,0,4,13,21
Iglesias,Getafe,ESP,"DF,FW",0,41,29,25,11,5,21,11,63.6,12,18,7,20,57,53
Damián Suárez,Getafe,URU,DF,0,36,24,16,16,4,26,10,57.8,19,13,3,10,46,31
Carmona,Getafe,ESP,"DF,MF",0,30,24,13,14,3,9,13,32.1,19,15,2,22,51,25
Óscar Rodríguez Arnaiz,Getafe,ESP,"MF,FW",0,24,16,2,15,7,9,11,60,6,12,1,5,29,5
Carles Aleñá,Getafe,ESP,MF,0,24,11,7,14,3,10,11,41.7,14,14,3,4,28,13
Domingos Duarte,Getafe,POR,DF,0,7,7,6,0,1,5,2,71.4,2,7,5,9,15,27
Stefan Mitrović,Getafe,SRB,DF,0,9,6,7,2,0,4,1,50,4,3,2,6,15,26
Jordi,Getafe,ESP,"MF,DF",0,16,15,3,11,2,7,5,46.7,8,7,2,10,24,7
Jesús Santiago,Getafe,ESP,MF,0,17,8,8,5,4,4,3,57.1,3,3,0,0,17,8
Ilaix Moriba,Getafe,GUI,"MF,FW",0,20,11,3,11,6,4,2,44.4,5,3,1,4,24,10
Mauro Arambarri,Getafe,URU,MF,0,6,2,3,2,1,1,1,16.7,5,1,0,2,8,7
Fabrizio Angileri,Getafe,ARG,"DF,MF",0,1,1,1,0,0,1,0,33.3,2,0,0,4,5,8
Enes Ünal,Getafe,TUR,"FW,MF",0,0,0,0,0,0,0,1,,0,1,0,0,0,2
Daniel Fuzato,Getafe,BRA,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,1
Anthony Lozano,Getafe,HON,"MF,FW",0,0,2,0,0,0,0,0,0,1,0,0,1,0,1
Nabil Aberdin,Getafe,FRA,DF,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
Alberto Risco,Getafe,ESP,MF,0,2,2,1,1,0,0,0,0,4,0,0,0,2,1
Portu,Getafe,ESP,FW,0,5,3,4,0,1,5,0,83.3,1,0,0,0,5,0
John Joe,Getafe,IRL,MF,,,2,,,,,,,,,,0,0,
Santiago García,Getafe,,FW,0,1,0,0,0,1,1,0,100,0,0,0,0,1,0
Gorka Rivera Alonso,Getafe,ESP,DF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Yassin Tallal,Getafe,ESP,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Jeremy Jorge,Getafe,ESP,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
James Tarkowski,Everton,ENG,DF,2,61,44,46,14,1,27,26,56.3,21,82,56,66,117,191
Jordan Pickford,Everton,ENG,GK,1,1,0,1,0,0,1,3,100,0,3,0,0,1,19
Jarrad Branthwaite,Everton,ENG,DF,2,66,38,42,22,2,45,15,72.6,17,51,36,55,116,163
James Garner,Everton,ENG,MF,1,83,62,32,38,13,35,31,42.7,47,45,14,53,128,47
Dwight McNeil,Everton,ENG,"MF,FW",0,44,32,16,14,14,24,37,43.6,31,44,7,23,66,37
Vitaliy Mykolenko,Everton,UKR,DF,0,69,43,46,21,2,41,25,62.1,25,36,11,39,105,92
Abdoulaye Doucouré,Everton,MLI,"FW,MF",0,43,28,20,14,9,18,20,39.1,28,23,3,16,58,19
Amadou Onana,Everton,BEL,MF,0,71,45,32,31,8,21,19,50,21,25,6,30,92,31
Jack Harrison,Everton,ENG,"MF,FW",0,37,27,12,12,13,17,20,34.7,32,25,5,15,49,24
Dominic Calvert-Lewin,Everton,ENG,FW,0,13,8,2,6,5,2,10,13.3,13,14,4,5,17,38
Ashley Young,Everton,ENG,"DF,MF",3,53,42,28,19,6,30,18,55.6,24,24,6,24,75,50
Idrissa Gana Gueye,Everton,SEN,MF,0,73,50,32,27,14,29,17,63,17,24,7,32,101,16
Nathan Patterson,Everton,SCO,DF,0,34,34,21,11,2,14,11,37.8,23,14,3,12,43,33
Ben Godfrey,Everton,ENG,DF,0,30,21,17,8,5,15,6,53.6,13,14,8,17,46,57
Beto,Everton,GNB,FW,0,14,7,1,6,7,4,11,33.3,8,11,0,3,15,14
Arnaut Danjuma,Everton,NED,"MF,FW",0,6,5,2,3,1,1,4,25,3,4,0,4,9,0
Séamus Coleman,Everton,IRL,DF,1,17,14,10,3,4,11,8,68.8,5,12,4,10,24,26
Michael Keane,Everton,ENG,DF,1,7,6,3,3,1,1,1,14.3,6,5,4,13,12,18
André Gomes,Everton,POR,"MF,FW",1,7,4,2,3,2,3,9,23.1,10,10,1,3,10,4
Lewis Dobbin,Everton,ENG,MF,0,9,7,3,5,1,5,4,55.6,4,5,1,2,10,0
João Virgínia,Everton,POR,GK,,,0,,,,,,,,,,0,0,
Youssef Chermiti,Everton,POR,FW,0,3,3,2,1,0,1,3,20,4,4,1,1,4,2
Alex Iwobi,Everton,NGA,MF,0,2,0,1,0,1,2,2,66.7,1,2,0,1,3,0
Neal Maupay,Everton,FRA,FW,0,0,2,0,0,0,0,2,0,1,2,0,0,0,1
Lewis Warrington,Everton,ENG,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Thomas Cannon,Everton,IRL,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Tyler Onyango,Everton,ENG,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Jonas Wind,Wolfsburg,DEN,FW,0,13,12,4,6,3,7,9,41.2,10,13,4,3,16,21
Maximilian Arnold,Wolfsburg,GER,MF,0,51,34,15,27,9,28,19,49.1,29,23,4,26,75,60
Joakim Mæhle,Wolfsburg,DEN,"DF,MF",0,62,39,33,18,11,41,38,64.1,23,43,5,33,91,65
Maxence Lacroix,Wolfsburg,FRA,DF,0,48,33,28,18,2,29,23,70.7,12,35,12,27,72,121
Koen Casteels,Wolfsburg,BEL,GK,5,2,1,2,0,0,2,0,66.7,1,0,0,0,2,16
Ridle Baku,Wolfsburg,GER,"DF,MF",1,37,24,24,7,6,21,26,45.7,25,27,1,23,58,45
Lovro Majer,Wolfsburg,CRO,"MF,FW",0,39,18,17,22,0,12,19,38.7,19,20,1,12,51,13
Cedric Zesiger,Wolfsburg,SUI,DF,1,19,12,13,4,2,10,11,45.5,12,32,21,15,34,88
Yannick Gerhardt,Wolfsburg,GER,"MF,DF",0,31,23,16,12,3,9,13,28.1,23,15,2,7,38,35
Moritz Jenz,Wolfsburg,GER,DF,0,34,24,21,11,2,14,12,66.7,7,29,17,28,60,94
Mattias Svanberg,Wolfsburg,SWE,MF,0,37,20,8,19,10,12,20,31.6,26,25,5,24,58,28
Sebastiaan Bornauw,Wolfsburg,BEL,DF,0,26,14,19,7,0,13,9,68.4,6,21,12,19,44,81
Kevin Paredes,Wolfsburg,USA,"FW,MF",0,42,22,22,13,7,20,25,58.8,14,27,2,23,65,26
Aster Vranckx,Wolfsburg,BEL,MF,0,32,20,11,11,10,15,11,53.6,13,17,6,15,46,29
Tiago Tomás,Wolfsburg,POR,"FW,MF",0,5,3,3,0,2,1,13,16.7,5,13,0,5,8,9
Václav Černý,Wolfsburg,CZE,"FW,MF",0,8,3,3,4,1,2,13,14.3,12,13,0,10,16,6
Rogério,Wolfsburg,BRA,DF,1,14,6,7,5,2,10,11,71.4,4,16,5,6,19,23
Pavao Pervan,Wolfsburg,AUT,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,4
Patrick Wimmer,Wolfsburg,AUT,"FW,MF",0,14,5,5,5,4,8,14,44.4,10,14,0,3,17,7
Kevin Behrens,Wolfsburg,GER,FW,0,2,1,0,1,1,0,9,0,2,9,0,3,5,6
Jakub Kamiński,Wolfsburg,POL,"FW,MF",0,14,5,12,2,0,3,3,50,3,3,0,2,16,5
Amin Sarr,Wolfsburg,SWE,"FW,MF",0,3,2,1,2,0,1,5,50,1,6,1,2,5,1
Nicolas Cozza,Wolfsburg,FRA,DF,0,8,8,4,4,0,2,3,28.6,5,3,0,4,12,6
Kilian Fischer,Wolfsburg,GER,"DF,MF",0,8,6,4,3,1,2,7,40,3,8,1,1,9,12
Lukas Nmecha,Wolfsburg,GER,FW,0,1,2,0,0,1,0,1,,0,1,0,0,1,0
Dženan Pejčinović,Wolfsburg,GER,FW,0,0,0,0,0,0,0,1,,0,1,0,0,0,0
Bennit Bröger,Wolfsburg,GER,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Kofi Amoako,Wolfsburg,GER,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Lucas Ocampos,Sevilla,ARG,FW,0,71,51,23,31,17,31,37,48.4,33,38,1,27,96,31
Sergio Ramos,Sevilla,ESP,DF,0,47,36,33,12,2,29,8,65.9,15,47,39,50,92,172
Youssef En-Nesyri,Sevilla,MAR,FW,1,15,10,5,6,4,2,11,16.7,10,13,2,10,25,31
Boubakary Soumaré,Sevilla,FRA,MF,1,44,35,26,17,1,16,20,55.2,13,28,8,30,73,22
Loïc Bade,Sevilla,FRA,DF,2,69,46,57,12,0,34,8,64.2,19,24,16,47,108,123
Ørjan Nyland,Sevilla,NOR,GK,1,0,0,0,0,0,0,0,0,2,0,0,0,0,9
Adrià Pedrosa,Sevilla,ESP,"DF,FW",0,52,39,31,17,4,27,20,60,18,27,7,19,69,58
Jesús Navas,Sevilla,ESP,DF,0,45,37,25,17,3,24,10,57.1,18,18,8,28,69,57
Nemanja Gudelj,Sevilla,SRB,DF,0,43,31,25,15,3,24,10,54.5,20,21,11,32,74,73
Óliver Torres,Sevilla,ESP,"FW,MF",0,38,29,17,16,5,23,38,39.7,35,42,4,8,44,6
Djibril Sow,Sevilla,SUI,MF,1,33,24,17,11,5,10,19,35.7,18,23,4,20,51,11
Ivan Rakitić,Sevilla,CRO,MF,0,41,21,11,21,9,14,15,48.3,15,22,7,21,58,15
Kike Salas,Sevilla,ESP,DF,1,45,27,27,15,3,24,13,63.2,14,27,14,33,76,98
Juanlu Sánchez,Sevilla,ESP,DF,0,71,50,44,22,5,43,22,52.4,39,30,8,18,85,41
Suso,Sevilla,ESP,MF,0,25,20,15,8,2,9,9,28.1,23,9,0,5,30,4
Marko Dmitrović,Sevilla,SRB,GK,0,1,1,1,0,0,1,0,50,1,0,0,1,2,8
Marcos Acuña,Sevilla,ARG,DF,0,35,24,21,13,1,10,10,62.5,6,13,3,6,40,27
Dodi Lukebakio,Sevilla,BEL,FW,0,7,4,2,4,1,2,8,20,8,10,2,3,10,5
Isaac Bernal,Sevilla,ESP,FW,0,6,4,2,2,2,5,12,55.6,4,12,0,0,6,11
Érik Lamela,Sevilla,ARG,"FW,MF",0,28,21,7,12,9,13,16,68.4,6,16,0,3,31,5
Fernando,Sevilla,BRA,MF,0,22,16,10,9,3,12,5,60,8,8,3,11,33,17
Lucien Agoume,Sevilla,FRA,MF,0,23,18,7,14,2,9,5,75,3,6,1,7,30,8
Joan Jordán,Sevilla,ESP,MF,0,13,12,6,5,2,10,2,52.6,9,4,2,7,17,2
Rafa Mir,Sevilla,ESP,FW,0,2,6,1,1,0,1,2,50,1,2,0,3,4,1
Tanguy Nianzou,Sevilla,FRA,DF,1,12,10,9,2,1,8,2,72.7,3,2,0,6,16,10
Marcão,Sevilla,BRA,DF,1,9,7,5,4,0,6,2,60,4,8,6,5,13,11
Mariano,Sevilla,DOM,"MF,FW",0,2,2,0,2,0,0,2,0,1,2,0,2,2,2
Adnan Januzaj,Sevilla,BEL,"FW,MF",0,3,5,2,0,1,0,2,0,1,2,0,2,4,0
Manuel Sebastián,Sevilla,ESP,MF,0,4,3,4,0,0,3,3,100,0,3,0,1,4,1
Yassine Bounou,Sevilla,MAR,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Federico Gattoni,Sevilla,ARG,DF,0,1,3,1,0,0,1,0,100,0,0,0,3,1,1
Hannibal Mejbri,Sevilla,TUN,MF,0,3,3,1,2,0,0,1,0,1,1,0,0,3,0
Darío Fuentes,Sevilla,ESP,DF,,,5,,,,,,,,,,2,0,
Alberto López,Sevilla,ESP,GK,,,0,,,,,,,,,,0,0,
Diego Iturralde,Sevilla,ESP,DF,0,0,0,0,0,0,0,0,,0,1,1,0,0,2
Alejo Véliz,Sevilla,ARG,FW,0,1,0,0,1,0,1,0,50,1,0,0,0,1,1
Jesús Corona,Sevilla,MEX,"MF,DF",0,0,0,0,0,0,0,0,,0,0,0,1,1,0
Gonzalo Montiel,Sevilla,ARG,DF,,,0,,,,,,,,,,0,0,
Joaquín Martínez Gauna,Sevilla,ESP,FW,,,0,,,,,,,,,,0,0,
Óscar Mingueza,Celta Vigo,ESP,"DF,MF",2,62,40,44,11,7,37,31,46.3,43,38,7,17,79,49
Unai Núñez,Celta Vigo,ESP,DF,3,51,30,30,19,2,23,14,46.9,26,38,24,55,103,153
Jørgen Strand Larsen,Celta Vigo,NOR,FW,0,21,11,1,15,5,8,14,21.1,30,15,1,5,26,17
Iago Aspas,Celta Vigo,ESP,FW,0,11,6,4,6,1,1,20,6.7,14,23,3,10,21,8
Fran Beltrán,Celta Vigo,ESP,MF,0,56,38,22,23,11,24,26,38.1,39,28,2,26,74,34
Carl Starfelt,Celta Vigo,SWE,DF,2,36,33,30,5,1,19,7,67.9,9,35,28,37,70,159
Vicente Guaita,Celta Vigo,ESP,GK,1,1,1,1,0,0,1,0,50,1,0,0,0,1,9
Luca de la Torre,Celta Vigo,USA,MF,0,39,23,12,22,5,22,19,51.2,21,23,4,13,51,17
Jonathan Bamba,Celta Vigo,CIV,"MF,FW",0,14,9,4,8,2,2,20,11.8,15,20,0,18,32,12
Manu Sánchez,Celta Vigo,ESP,"DF,MF",0,54,32,21,25,8,31,20,56.4,24,23,3,20,73,65
Carlos Dominguez,Celta Vigo,ESP,DF,0,33,26,17,9,7,23,12,62.2,14,24,12,27,55,78
Renato Tapia,Celta Vigo,PER,"MF,DF",1,41,30,19,19,3,14,24,56,11,31,7,23,62,50
Iván Villar,Celta Vigo,ESP,GK,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6
Anastasios Douvikas,Celta Vigo,GRE,FW,0,15,11,2,6,7,3,3,37.5,5,6,3,3,17,9
Jailson Siqueira,Celta Vigo,BRA,"DF,MF",0,27,21,22,5,0,13,8,54.2,11,13,5,14,39,32
Mihailo Ristić,Celta Vigo,SRB,"DF,MF",0,15,16,9,6,0,9,7,75,3,9,2,14,25,23
